N,Z,A,B_exp,B_BWN_published,residual
40,34,74,642.8909470000001,643.6022137160465,-0.7112667160464525
39,35,74,635.183551,636.215264593882,-1.0317135938820456
38,36,74,631.4448860000001,632.5773015419161,-1.1324155419159752
37,37,74,620.2467101999999,620.0209568272707,0.22575337272928664
46,29,75,637.1310074999999,636.9113598920254,0.2196476079744798
45,30,75,644.4373575000001,644.6673395248546,-0.22998202485450747
44,31,75,649.5567374999999,649.5825559652542,-0.025818465254246803
43,32,75,652.17072,652.7394359490005,-0.5687159490005342
42,33,75,652.56561,653.2701783962729,-0.7045683962728617
41,34,75,650.9185425,651.961588638997,-1.043046138997056
40,35,75,647.0737275,648.2177472094666,-1.1440197094665336
39,36,75,641.5079924999999,642.4477536009457,-0.939761100945816
38,37,75,633.620715,634.3773541261303,-0.756639126130267
37,38,75,622.23837,622.355117122039,-0.11674712203898707
47,29,76,641.7137368000001,641.0675229607541,0.646213839246002
46,30,76,652.252786,651.789574797886,0.46321120211405287
45,31,76,655.4640672,655.4443861847743,0.019681015225728515
44,32,76,661.5979664,661.7478695005886,-0.14990310058863088
43,33,76,659.8941072,660.7588369986119,-0.8647297986118474
42,34,76,662.0723356,662.8161021053535,-0.7437665053535056
41,35,76,656.327108,657.3358288660767,-1.0087208660767146
40,36,76,654.2693851999999,655.2220052472506,-0.9526200472507753
39,37,76,644.9524236,645.1486738420231,-0.1962502420230976
38,38,76,637.9386344000001,638.2537631903227,-0.3151287903226603
48,29,77,647.6662577,646.5538630751183,1.112394624881631
47,30,77,656.8102848999999,656.1821477512866,0.6281371487133356
46,31,77,663.2310838999999,662.8531769176833,0.377906982316631
45,32,77,667.6692561,667.7874027967412,-0.11814669674117795
44,33,77,669.5903753,670.0198226627035,-0.42944736270351314
43,34,77,669.4911916,670.4741664807311,-0.9829748807311489
42,35,77,667.3441621000001,668.4543553209351,-1.1101932209350025
41,36,77,663.496449,664.5529717649397,-1.0565227649397002
40,37,77,657.3751492,658.2886237227808,-0.9134745227808025
39,38,77,649.5657476,649.7240572449822,-0.15830964498218236
49,29,78,651.664221,650.1866807056199,1.4775402943801055
48,30,78,663.5756399999999,662.6433981434446,0.9322418565552653
47,31,78,669.0141354,668.1309325978937,0.8832028021063252
46,32,78,676.3897608000001,676.0725139075647,0.31724689243537796
45,33,78,676.562328,676.8752785542904,-0.31295055429040985
44,34,78,679.9889615999999,680.5467371372063,-0.5577755372063393
43,35,78,675.6328332,676.8750594217495,-1.2422262217494335
42,36,78,675.576603,676.4329358153042,-0.8563328153041994
41,37,78,667.5513936,668.3598149835483,-0.808421383548307
40,38,78,663.0075738,663.6995575816227,-0.6919837816226391
50,29,79,657.354102,655.3881382245524,1.9659637754475625
49,30,79,667.5960175000001,666.590455725044,1.0055617749561634
48,31,79,675.9297275,674.9060753400976,1.02365215990244
47,32,79,682.1262031,681.5396602780368,0.5865428219632349
46,33,79,685.4527588000001,685.412247913963,0.04051088603705466
45,34,79,686.9517917000001,687.563330318437,-0.6115386184369527
44,35,79,686.3200524,687.1911408529784,-0.8710884529783698
43,36,79,683.9119269999999,685.0308352766998,-1.1189082766999263
42,37,79,679.4900679,680.5246380852234,-1.0345701852234015
41,38,79,673.3846081999999,674.0509727786075,-0.6663645786076131
40,39,79,664.9255252,665.1027733432269,-0.1772481432268478
50,30,80,673.8836560000001,672.8362204596917,1.0474355403083564
49,31,80,680.6763599999999,679.7789681559902,0.8973918440096895
48,32,80,690.205656,689.2151845453935,0.9904714546064497
47,33,80,692.102592,691.7118223914059,0.39076960859404153
46,34,80,696.865136,696.9268796017586,-0.06174360175862148
45,35,80,694.212328,694.9816473252226,-0.769319325222682
44,36,80,695.434408,696.1164669644196,-0.6820589644196389
43,37,80,688.93408,689.852902357173,-0.918822357172985
42,38,80,686.2877280000001,686.9589548798045,-0.6712268798044079
41,39,80,676.342072,676.2624640738794,0.07960792612061596
51,30,81,676.5060222,674.7802182604794,1.7258039395205742
50,31,81,687.1519656,686.3620494324393,0.7899161675607047
49,32,81,695.0333547,694.3085013246358,0.724853375364205
48,33,81,700.4926250999999,699.6542692390096,0.8383558609903048
47,34,81,703.5659837999999,703.3931073076053,0.17287649239460734
46,35,81,704.3716665000001,704.5826227490783,-0.2109562490782082
45,36,81,703.3084685999999,704.0684700782512,-0.7600014782512972
44,37,81,700.2866259,701.1894959024289,-0.9028700024289265
43,38,81,695.5757145,696.4919922218537,-0.916277721853703
42,39,81,688.9781511,689.5195038393849,-0.5413527393849336
41,40,81,680.0073039,680.5867692693241,-0.5794653693241116
52,30,82,680.691635,678.9325123560575,1.7591226439425327
51,31,82,690.5260508,689.0799972697029,1.4460535302971493
50,32,82,702.2280494,701.8011528708658,0.42689652913418286
49,33,82,706.1360546000001,705.6057020454451,0.5303525545549519
48,34,82,712.8421786,712.1853057407325,0.656872859267537
47,35,82,711.9646146000001,711.8412090918732,0.12340550812689344
46,36,82,714.2753828,714.4555647929838,-0.18018199298376203
45,37,82,709.0890549999999,709.8814123099992,-0.7923573099992609
44,38,82,708.128958,708.5664272965737,-0.4374692965736813
43,39,82,699.4006484,699.7708980827239,-0.37024968272385195
42,40,82,694.1682612,694.7168168310276,-0.5485556310276252
52,31,83,694.9237748,693.4253081615465,1.4984666384535785
51,32,83,705.8607346,704.6510333820647,1.209701217935276
50,33,83,713.771282,713.3697876654784,0.40149433452165795
49,34,83,718.660148,718.3206377661187,0.3395102338813558
48,35,83,721.5509716,720.8786171654632,0.6723544345368282
47,36,83,721.7455484999999,721.8749783561176,-0.12942985611766744
46,37,83,720.0432019000001,720.5059751211653,-0.46277322116520736
45,38,83,716.9878308,717.4340890141699,-0.44625821416991585
44,39,83,711.6135393000001,712.1219133836078,-0.5083740836076913
43,40,83,704.5371751,705.3007008034489,-0.7635257034488632
42,41,83,695.4560787,695.9846358036164,-0.5285571036163219
53,31,84,697.8321,696.0762157572259,1.7558842427740728
52,32,84,711.1040496,709.8116196932914,1.2924299067086622
51,33,84,718.026834,717.0150455286629,1.0117884713371268
50,34,84,727.338654,726.9419823150081,0.3966716849919294
49,35,84,728.3916696,727.8284222014121,0.5632473985879187
48,36,84,732.2655732,731.7214865361534,0.5440866638465423
47,37,84,728.8028496,728.6838724646383,0.11897713536166066
46,38,84,728.9111088,728.8106170023701,0.10049179762984295
45,39,84,721.3736207999999,721.7038141089303,-0.3301933089303475
44,40,84,718.1185284,718.4300302506715,-0.31150185067156144
43,41,84,707.1083292000001,707.4154477938704,-0.3071185938703138
54,31,85,701.5533395,699.9753540896515,1.5779854103484467
53,32,85,714.1503564999999,712.6082996793932,1.5420568206067173
52,33,85,723.4337335,722.3856425203526,1.0480909796474407
51,34,85,731.8758825000001,730.725790608169,1.1500918918311527
50,35,85,737.2553710000001,736.6934196380436,0.5619513619565168
49,36,85,739.3778805,738.839859996182,0.5380205038179611
48,37,85,739.2825359999999,738.767850863505,0.5146851364949043
47,38,85,737.4361405000001,737.155033640788,0.28110685921205913
46,39,85,733.392631,733.3299117910575,0.06271920894255345
45,40,85,727.9433489999999,728.2631245795714,-0.31977557957145564
44,41,85,720.2654945,720.9404297821217,-0.6749352821216235
43,42,85,710.71322,711.3787554182596,-0.6655354182596511
54,32,86,718.4981799999999,717.3475530269891,1.1506269730108443
53,33,86,727.278049,725.9807939427083,1.2972550572917498
52,34,86,738.0367263999999,736.9094722336038,1.127254166396142
51,35,86,742.3834674000001,741.2599282730602,1.1235391269399315
50,36,86,749.234537,748.5226109480346,0.7119260519654063
49,37,86,747.9335204,746.6645872049194,1.268933195080649
48,38,86,748.9272675999999,748.0122493248787,0.9150182751212697
47,39,86,742.9049198,742.4033703436279,0.5015494563721177
46,40,86,740.8084977999999,740.649094744314,0.15940305568597068
45,41,86,731.1911865999999,731.5268058078797,-0.33561920787974486
44,42,86,725.385705,725.755319215915,-0.3696142159150213
54,33,87,732.0051327,730.9563211417573,1.0488115582427326
53,34,87,742.031004,740.6494013997045,1.3816026002955368
52,35,87,748.7142134999999,747.65072842216,1.063485077839914
51,36,87,754.7497079999999,753.2264748216369,1.523233178363057
50,37,87,757.8556341,756.5776926045075,1.2779414954924277
49,38,87,757.3555581,756.07423301791,1.2813250820900066
48,39,87,754.7115237,753.5005708238067,1.2109528761933461
47,40,87,750.2579415000001,749.9265897337704,0.3313517662297727
46,41,87,744.0029373,744.2270828474227,-0.2241455474227223
45,42,87,736.2309141000001,736.6719870820702,-0.44107298207018175
44,43,87,726.2538063,726.7455930614093,-0.49178676140934385
54,34,88,747.560396,746.4571432358294,1.10325276417052
53,35,88,753.6098152000001,752.1775725369012,1.4322426630989185
52,36,88,761.8027912,760.4117743835855,1.3910168164145489
51,37,88,763.9381552,762.042614948255,1.895540251744933
50,38,88,768.4684304,766.7698045273137,1.698625872686307
49,39,88,764.0634848,762.3086966950985,1.7547881049014222
48,40,88,762.6109832,761.7715845832754,0.8393986167245657
47,41,88,754.3713144,754.2353274734949,0.13598692650509747
46,42,88,750.1039656,750.137651559168,-0.03368595916799677
45,43,88,738.3053744000001,738.5079480673445,-0.20257366734438165
55,34,89,750.7399110999999,749.7946658280033,0.945245271996555
54,35,89,759.2394377999999,758.2101629898887,1.0292748101112466
53,36,89,766.7186062000001,765.0777502401402,1.6408559598598913
52,37,89,771.1128655000001,769.4303783515636,1.6824871484365076
51,38,89,774.8271470000001,772.3729439386514,2.4542030613487213
50,39,89,775.5469790000001,773.2309168805438,2.316062119456319
49,40,89,771.9313985,770.7439071954952,1.1874913045047606
48,41,89,766.8968376,766.3419821963232,0.554855403676811
47,42,89,760.5036739,760.3972006599579,0.10647324004207803
46,43,89,752.1012462000001,752.383471234358,-0.28222503435790713
45,44,89,742.2934640000001,742.2361399779714,0.057324022028637955
56,34,90,755.619048,755.049864769189,0.5691832308110634
55,35,90,763.036785,762.3502055167141,0.6865794832858683
54,36,90,773.213391,771.9225110277575,1.2908799722424646
53,37,90,776.837358,774.8631981477573,1.9741598522426784
52,38,90,782.6403870000001,780.5307018682032,2.1096851317969367
51,39,90,782.404002,779.5705174131969,2.833484586803138
50,40,90,783.897291,782.4078172689916,1.4894737310083883
49,41,90,777.0039300000001,776.02675140698,0.9771785930200849
48,42,90,773.732565,773.2421225247275,0.4904424752725163
47,43,90,763.5024000000001,763.4029508724902,0.09944912750984258
46,44,90,756.8791560000001,756.9883876488466,-0.10923164884650305
57,34,91,758.4702762,757.8921722950405,0.5781039049594483
56,35,91,768.2151021999999,767.8445048753783,0.370597324621599
55,36,91,777.2994228999999,776.2185118212188,1.0809110787810141
54,37,91,783.2881510999999,781.9214594746159,1.3666916253840782
53,38,91,788.4127068999999,786.0989793740475,2.313727525952345
52,39,91,790.3297311,787.9291792489424,2.400551851057571
51,40,91,791.0916558999999,788.899329806155,2.1923260938448266
50,41,91,789.0517453000001,787.9139502983262,1.1377950016739078
49,42,91,783.8402026,783.1167109087365,0.7234916912634617
48,43,91,776.8356778000001,776.5687113437821,0.2669664562180287
47,44,91,768.3065117,768.376364029311,-0.06985232931106111
57,35,92,771.4119316,771.4947775929453,-0.08284599294529471
56,36,92,783.1661,782.5377466216469,0.6283533783531539
55,37,92,788.3868700000002,787.0008528924816,1.386017107518569
54,38,92,795.6994439999999,793.9441337742794,1.75531022572045
53,39,92,796.8662248,794.2407502489973,2.6254745510027533
52,40,92,799.7264035999999,798.008470587458,1.7179330125419483
51,41,92,796.9383252000001,795.124784652317,1.8135405476831465
50,42,92,796.5112704000001,795.7193360070111,0.7919343929889919
49,43,92,787.846048,787.1553275274272,0.6907204725728207
48,44,92,782.439208,782.3189325061778,0.12027549382219149
47,45,92,770.3547411999999,770.200396373801,0.15434482619889422
46,46,92,761.352394,760.9865820104593,0.3658119895407026
58,35,93,776.1406698,776.400198426269,-0.2595286262690024
57,36,93,786.6040905000001,786.3555970043953,0.2484934956047482
56,37,93,794.3056436999999,793.5454044563238,0.7602392436760965
55,38,93,800.9892375000001,799.1709230659884,1.8183144340116542
54,39,93,804.3482022,802.2916026431609,2.0565995568390463
53,40,93,806.4607250999999,804.4496552517815,2.011069848218426
52,41,93,805.7691957000001,804.4431269493767,1.3260687506233353
51,42,93,804.5810835,803.090105590861,1.4909779091390192
50,43,93,800.5977726,800.0007986980442,0.5969739019558347
49,44,93,793.4260311,793.1551762661936,0.2708548338064247
48,45,93,784.4387715,784.5824013422922,-0.1436298422921709
47,46,93,773.6264241,773.9793128438874,-0.3528887438874335
58,36,94,791.8871892,792.090107981837,-0.20291878183707013
57,37,94,798.3198536,798.156063734738,0.16378986526194694
56,38,94,807.8204336,806.517440254473,1.3029933455270566
55,39,94,810.5438392000001,808.2785371810927,2.2653020189073914
54,40,94,814.6793504000001,813.2385901505767,1.4407602494234197
53,41,94,812.9967316000001,811.5935544593085,1.4031771406915823
52,42,94,814.2594054,813.1218827362437,1.1375226637562719
51,43,94,809.2213062000001,808.0608684584605,1.1604377415395675
50,44,94,806.864228,806.7015114022645,0.16271659773553893
49,45,94,796.4059102,796.1612120855707,0.24469811442929768
48,46,94,788.8182208000001,789.2553259626703,-0.4371051626702638
59,36,95,794.7696485,795.3954929107616,-0.6258444107616015
58,37,95,803.7186865000001,804.1233794376125,-0.40469293761236713
57,38,95,812.1633125,811.2853140904809,0.877998409519023
56,39,95,817.471618,815.8391233653921,1.6324946346079514
55,40,95,821.1412779999999,819.3333581709229,1.8079198290770364
54,41,95,821.4852635,820.5602471250311,0.9250163749688909
53,42,95,821.628514,820.3913264962691,1.2371875037308655
52,43,95,819.1556545,818.2882732746601,0.867381225339841
51,44,95,815.809707,814.9303956052424,0.8793113947575648
50,45,95,809.9102164999999,809.9852989219344,-0.07508242193443948
49,46,95,800.7531665,801.1780588137069,-0.4248923137068914
60,36,96,799.7637216,800.5309166529107,-0.7671950529106653
59,37,96,807.2540448000001,808.2240238456367,-0.9699790456365918
58,38,96,818.0355936,818.0627938846235,-0.0272002846235182
57,39,96,822.6649824000001,821.3792965003088,1.285685899691316
56,40,96,828.9915167999999,827.6247283771271,1.3667884228727871
55,41,96,828.3731328,827.3524880936656,1.0206447063344513
54,42,96,830.782848,830.0509374867747,0.7319105132252162
53,43,96,827.0272608,826.209130974067,0.818129825933056
52,44,96,826.503648,825.8145000379194,0.6891479620805967
51,45,96,819.328656,818.8749206446855,0.4537353553145067
50,46,96,815.0419871999999,815.6992183447228,-0.657231144722914
49,47,96,802.5878688,803.0459079796645,-0.45803917966452445
61,36,97,802.1768565,803.3176627087063,-1.1408062087062945
60,37,97,812.4901584,813.596603017756,-1.106444617755983
59,38,97,821.7693433000001,822.3272113891755,-0.5578680891754857
58,39,97,828.5217752,828.3769321725812,0.14484302741880128
57,40,97,834.5606654,833.2613475719307,1.2993178280692064
56,41,97,836.4444248000001,835.8033866518593,0.6410381481407512
55,42,97,837.6039822,836.9351181314703,0.6688640685297287
54,43,97,836.5013637999999,836.0120923888799,0.48927141112005756
53,44,97,834.6151503,833.8168218754347,0.798328424565284
52,45,97,830.3098052999999,829.9320508737724,0.37775442622751143
51,46,97,824.7357391,824.7817047261099,-0.04596562610981891
50,47,97,817.0515737000001,817.892599391523,-0.8410256915229866
49,48,97,806.0992261,806.6693589583534,-0.5701328583534178
61,37,98,816.4114812,817.1760201790477,-0.7645389790476429
60,38,98,827.6823729999999,828.5122980222916,-0.829925022291718
59,39,98,832.7663876,833.4198736200527,-0.6534860200526964
58,40,98,840.9770431999999,840.986752203087,-0.00970900308709588
57,41,98,842.4375568,842.1346880696204,0.3028687303796005
56,42,98,846.2465718,846.0778919838857,0.1686798161142633
55,43,98,843.7804606,843.5358733138908,0.24458728610920843
54,44,98,844.790772,844.2330207240169,0.557751275983037
53,45,98,838.9587724,838.504220097798,0.4545523022020461
52,46,98,836.3221902,836.4418253307819,-0.11963513078183041
51,47,98,827.2852868000001,827.6403880494059,-0.3551012494058341
50,48,98,821.0729394,822.229928027544,-1.156988627544024
62,37,99,821.234799,821.9557308578961,-0.7209318578961756
61,38,99,831.8498265,832.2598293220157,-0.4100028220157128
60,39,99,839.1926861999999,839.8288969488883,-0.6362107488884021
59,40,99,845.383275,846.1203019942067,-0.7370269942066443
58,41,99,849.3196041,850.0110128689556,-0.6914087689556254
57,42,99,852.1720217999999,852.4944765957881,-0.3224547957881896
56,43,99,852.7474395,852.8109202109171,-0.06348071091701968
55,44,99,852.2626068000001,851.8062291854126,0.4563776145874954
54,45,99,849.4393941000001,849.0067775447778,0.4326165552222392
53,46,99,845.2553868,845.05684409307,0.19854270692997034
52,47,99,839.0026656000001,839.4894763406119,-0.4868107406117588
51,48,99,831.4389666000001,832.2729548573291,-0.833988257328997
63,37,100,824.45085,825.0160823453763,-0.5652323453763302
62,38,100,837.22012,837.8500410011418,-0.6299210011418381
61,39,100,843.94151,844.356326166969,-0.4148161669689898
60,40,100,852.21066,853.2544325197503,-1.0437725197502914
59,41,100,854.8468300000001,855.8387329221233,-0.9919029221232449
58,42,100,860.46626,861.0698736996378,-0.6036136996377763
57,43,100,859.51184,859.8821140790684,-0.3702740790683947
56,44,100,861.9359300000001,861.7105029726068,0.22542702739326614
55,45,100,857.5173199999999,857.137594665899,0.37972533410095366
54,46,100,856.3565199999999,856.0857846639298,0.2707353360701745
53,47,100,848.49947,848.6264109679294,-0.1269409679293858
52,48,100,843.7737499999998,844.7561232826419,-0.9823732826420155
51,49,100,832.9749499999999,833.5318328936835,-0.5568828936835644
50,50,100,825.1626,824.6158735215015,0.5467264784984991
64,37,101,828.8237053,829.21352456463,-0.3898192646299776
63,38,101,840.7988511,841.0815803966354,-0.2827292966354662
62,39,101,849.7463805,850.1727496810572,-0.42636918105722543
61,40,101,857.0702339,857.8694298092773,-0.7991959092773868
60,41,101,862.0183855,863.1186905710058,-1.1003050710057778
59,42,101,865.8645059,866.9815414767236,-1.1170355767235378
58,43,101,867.9067966,868.594924094369,-0.6881274943690414
57,44,101,868.737966,868.8449097338043,-0.10694373380431443
56,45,101,867.4099372,867.1333794307903,0.27655776920960307
55,46,101,864.6473044,864.2209228568885,0.4263815431115745
54,47,101,859.7671965000001,859.7203678919491,0.046828608050986986
53,48,101,853.4869357,853.9877986698018,-0.5008629698018012
52,49,101,845.413026,846.3734662639273,-0.960440263927353
51,50,101,836.391403,836.5254933434854,-0.1340903434854681
65,37,102,831.5799185999999,831.7633570526017,-0.18343845260176295
64,38,102,845.7045726,846.0843077035448,-0.3797351035448173
63,39,102,853.9355544,854.1818715319495,-0.2463171319494677
62,40,102,863.561988,864.4078245788787,-0.845836578878675
61,41,102,867.496485,868.4265258240699,-0.9300408240699198
60,42,102,873.9767388,874.9653047379087,-0.9885659379086746
59,43,102,874.2064428000001,875.1761871336025,-0.9697443336024207
58,44,102,877.957605,878.2195960599223,-0.2619910599223658
57,45,102,874.8521436,874.871091388743,-0.018947788743048477
56,46,102,875.1894474,874.7795130635253,0.4099343364746346
55,47,102,868.7508300000001,868.3596941830349,0.39113581696517485
54,48,102,865.3814844,865.6068457943104,-0.22536139431042557
53,49,102,855.6343338000001,856.2204388710071,-0.5861050710069549
52,50,102,849.0919926,850.2148447797193,-1.1228521797193025
64,39,103,859.2912607999999,859.4122416530939,-0.12098085309401085
63,40,103,867.8608710999998,868.503810616421,-0.6429395164211655
62,41,103,874.298196,875.1077373518702,-0.8095413518702799
61,42,103,879.4415216,880.3554908369396,-0.9139692369395789
60,43,103,882.3087635,883.2996660614924,-0.9909025614923621
59,44,103,884.1896567999999,884.8794509032656,-0.68979410326574
58,45,103,884.1718480999999,884.3689226468473,-0.19707454684737513
57,46,103,882.8147819,882.5613905769294,0.25339132307055934
56,47,103,879.378156,878.9964783783603,0.3816776216397102
55,48,103,874.4447341,874.2838406688862,0.1608934311137773
54,49,103,867.6431497,868.0194873088813,-0.376337608881272
64,40,104,873.8408536,874.4526809269374,-0.6118273269374868
63,41,104,879.1518528,879.8945119210921,-0.7426591210920606
62,42,104,886.9022552,887.741973410941,-0.8397182109409869
61,43,104,888.275128,889.3663367243342,-1.0912087243342512
60,44,104,893.0895791999999,893.6849680459035,-0.5953888459035852
59,45,104,891.1708103999999,891.6723933955022,-0.5015829955023037
58,46,104,892.8242439999999,892.685331521247,0.13891247875289991
57,47,104,887.76324,887.3486111476045,0.41462885239548086
56,48,104,885.8328127999999,885.4767001203797,0.3561126796201961
55,49,104,877.2647519999999,877.2618648236449,0.0028871763549886964
54,50,104,871.9267856,872.7983061450835,-0.8715205450835128
52,52,104,848.3618624,848.3309134537282,0.03094894627179201
65,40,105,877.65279,878.0367395366054,-0.38394953660542797
64,41,105,885.3277125,885.9852702120492,-0.6575577120491971
63,42,105,891.960615,892.6101315509076,-0.649516550907606
62,43,105,896.1337770000001,896.8912204282317,-0.7574434282315679
61,44,105,898.9996679999999,899.8347526786763,-0.8350846786763668
60,45,105,900.1340564999999,900.6172958442955,-0.4832393442956118
59,46,105,899.9183445,900.0690429661238,-0.15069846612379934
58,47,105,897.788934,897.5989127978419,0.19002120215816376
57,48,105,894.269586,893.9002557248195,0.36933027518045947
56,49,105,888.7939725,888.611212605558,0.18275989444202878
55,50,105,881.709045,882.2216276420793,-0.5125826420793373
54,51,105,871.6041915,871.8360833751384,-0.23189187513844445
53,52,105,859.617864,859.6823705954374,-0.06450659543736492
65,41,106,889.6861642,890.2575880457351,-0.5714238457351257
64,42,106,898.8291412000001,899.4060717506476,-0.5769305506474893
63,43,106,901.6950420000002,902.4379918036901,-0.7429498036899531
62,44,106,907.4597036,908.0498176325714,-0.5901140325713641
61,45,106,906.7167602,907.4292515205607,-0.71249132056073
60,46,106,909.4793004,909.6777836129719,-0.19848321297183702
59,47,106,905.7318082,905.6099907757932,0.1218174242068244
58,48,106,905.1392152,904.769439297596,0.3697759024039442
57,49,106,897.8328578000002,897.6331311815641,0.1997266184361024
56,50,106,893.7960598000001,894.2004845876211,-0.40442478762099654
55,51,106,882.1333143999999,881.9038339477488,0.2294804522510958
54,52,106,873.0974292,873.2111992772415,-0.11377007724149735
66,41,107,895.2786085999999,895.7710460803637,-0.49243748036383295
65,42,107,903.317433,903.7603377601182,-0.4429047601181537
64,43,107,908.7400753,909.3709065900982,-0.6308312900982855
63,44,107,913.0703332,913.6791807159769,-0.6088475159768905
62,45,107,915.289128,915.7855741120493,-0.49644611204928424
61,46,107,916.0157222,916.5814955534559,-0.5657733534558247
60,47,107,915.2674284,915.3689706258613,-0.10154222586129436
59,48,107,913.0687068,912.8836842717044,0.1850225282955762
58,49,107,908.8626973,908.6733631622787,0.18933413772128915
57,50,107,903.0259222,903.3756463987845,-0.34972419878454275
56,51,107,894.3845807999999,894.1334807171258,0.25110008287401797
67,41,108,899.1713232000001,899.8074045747242,-0.6360813747240854
66,42,108,909.5930748,909.9779974679602,-0.384922667960268
65,43,108,913.9842576,914.4041010974688,-0.41984349746883254
64,44,108,920.9404836,921.3053837885029,-0.36490018850292927
63,45,108,921.5278956,922.0835593389927,-0.5556637389927346
62,46,108,925.2386028,925.6162459481394,-0.3776431481394411
61,47,108,922.5388296,922.9256816789199,-0.38685207891990103
60,48,108,923.4021168,923.2989312770833,0.10318552291676042
59,49,108,917.4871728,917.419936371904,0.06723642809606645
58,50,108,914.6549484,915.0553516949698,-0.40040329496980576
57,51,108,904.2479928,903.9371928887319,0.31079991126807727
56,52,108,896.8019868000001,896.5218194475414,0.28016735245876134
54,54,108,872.0879688,870.9420297228579,1.1459390771420885
68,41,109,904.3872463,905.0278095784671,-0.6405632784670843
67,42,109,913.5743767,914.1574643660243,-0.5830876660243121
66,43,109,920.4155763999998,920.7585692222103,-0.34299282221047633
65,44,109,926.088852,926.4205331283804,-0.33168112838041
64,45,109,929.5673036,929.8487034482343,-0.28139984823440045
63,46,109,931.3921925,932.0052644389665,-0.6130719389665273
62,47,109,931.7227895,932.1126350484132,-0.3898455484131773
61,48,109,930.7253414,930.9659150923627,-0.24057369236265913
60,49,109,927.9281943,928.010188966775,-0.08199466677501732
59,50,109,923.2864947,923.9416917801584,-0.6551970801583593
58,51,109,916.1249549,915.8265298494179,0.29842505058218194
57,52,109,906.8070245,906.5512712987866,0.2557532012134516
56,53,109,895.9817876000001,895.5961331808953,0.3856544191047533
55,54,109,883.6964739,882.7878173780501,0.9086565219498652
69,41,110,908.078677,908.5737214883499,-0.49504448834989034
68,42,110,919.52223,920.1391956791643,-0.6169656791643092
67,43,110,925.238633,925.667467183152,-0.42883418315193467
66,44,110,933.494353,933.469563297559,0.024789702441012196
65,45,110,935.468061,935.6348692037186,-0.16680820371857408
64,46,110,940.18793,940.4541227360428,-0.26619273604273985
63,47,110,938.531979,939.163086461996,-0.6311074619960664
62,48,110,940.640305,940.8231475835313,-0.1828425835312828
61,49,110,935.979957,936.3249855764708,-0.34502857647078145
60,50,110,934.569625,935.1807822048463,-0.6111572048463358
59,51,110,925.395031,925.3333762765153,0.061654723484707574
58,52,110,919.39276,919.0867954141199,0.3059645858800195
57,53,110,906.848437,906.3155315942486,0.5329054057514213
56,54,110,897.520888,896.9185377183214,0.6023502816785822
69,42,111,922.9975452,923.8307486482162,-0.8332034482161816
68,43,111,931.3000566,931.8381828315921,-0.5381262315921731
67,44,111,938.2783601999998,938.502951839958,-0.2245916399581347
66,45,111,943.0145637,942.8208990751544,0.19366462484560998
65,46,111,945.9142278,946.3284997553949,-0.4142719553948382
64,47,111,947.3614458,947.759241221812,-0.3977954218120203
63,48,111,947.6158911,947.9788647178185,-0.36297361781851123
62,49,111,945.9733464,946.349585542134,-0.37623914213406806
61,50,111,942.737541,943.6219649551008,-0.8844239551008286
60,51,111,936.8533533,936.7545020517459,0.09885124825405
59,52,111,928.8217485,928.7574139334399,0.06433456656009184
58,53,111,919.4057073,919.1267471131808,0.27896018681917667
69,43,112,935.6056304,936.2572000763925,-0.6515696763924552
68,44,112,945.1952272,945.4103339864217,-0.21510678642175662
67,45,112,948.5130592,948.5578676958012,-0.044808495801134995
66,46,112,954.320696,954.2006964565247,0.11999954347527364
65,47,112,953.8010384,954.2980371754037,-0.4969987754036538
64,48,112,957.0098272,957.2501185322428,-0.24029133224280486
63,49,112,953.6427488,954.158216954486,-0.5154681544859159
62,50,112,953.5253168,954.3005710693974,-0.775254269397351
61,51,112,945.686896,945.8164099561343,-0.12951395613424665
60,52,112,940.8731024,940.8047540492419,0.06834835075812862
59,53,112,929.5865712,929.4280918719753,0.15847932802466858
58,54,112,921.7672352,921.4537162087436,0.3135189912563874
70,43,113,941.2295676,941.8837524628158,-0.6541848628157823
69,44,113,949.5034841,949.9553915309002,-0.45190743090017804
68,45,113,955.6202645,955.6332139657234,-0.012949465723409048
67,46,113,959.6614835,960.0445304655256,-0.38304696552552286
66,47,113,962.315458,962.3126235564466,0.0028344435534108925
65,48,113,963.5495762,963.8874745243592,-0.3378983243591165
64,49,113,963.0910561,963.5866042619969,-0.49554816199690777
63,50,113,961.2697221,962.2229045879067,-0.9531824879067017
62,51,113,956.5762106,956.6594523491248,-0.0832417491247952
61,52,113,949.7239358,949.9973582779626,-0.2734224779625265
60,53,113,941.7140664,941.6869170628692,0.02714933713082246
59,54,113,932.0158301,931.9704172361571,0.04541286384289833
58,55,113,920.794399,920.4611743211489,0.3332246788511384
71,43,114,945.0896286,945.8290582308855,-0.7394296308855246
70,44,114,955.9282014,956.317689712346,-0.3894883123459749
69,45,114,960.6349194,960.881758448206,-0.24683904820608404
68,46,114,967.6326384,967.8277900517753,-0.1951516517752907
67,47,114,968.2907604,968.8314383311833,-0.5406779311833816
66,48,114,972.592539,972.5794231118398,0.013115888160200484
65,49,114,970.3650588000002,970.8788399126103,-0.5137811126101042
64,50,114,971.5726494,972.3085682931645,-0.7359188931644667
63,51,114,964.7271774,965.2062880525702,-0.4791106525702844
62,52,114,961.337889,961.4648196627064,-0.12693066270639974
