N,Z,A,B_exp,B_BWN_published,residual
112,74,186,1485.8800836,1485.02507278763,0.8550108123699829
111,75,186,1484.5164618,1483.1410415671428,1.3754202328570955
110,76,186,1484.8068264,1483.6236428872462,1.1831835127538852
109,77,186,1480.1967978,1479.256596522895,0.9402012771049613
108,78,186,1478.1065484,1477.4507105992766,0.6558378007234751
107,79,186,1471.1746074,1470.8160651713658,0.3585422286341782
106,80,186,1467.216453,1466.9649059874655,0.25154701253450185
105,81,186,1457.7779945999998,1458.3334791098614,-0.5554845098615715
104,82,186,1451.793612,1452.734800160642,-0.9411881606420138
103,83,186,1439.475855,1440.226340184398,-0.7504851843980305
102,84,186,1431.4464768,1430.8498002776853,0.5966765223147377
114,73,187,1489.1207001,1488.5761254940055,0.5445746059945122
113,74,187,1491.3468415999998,1490.4589971012454,0.8878444987544754
112,75,187,1491.8770053,1490.6220563734485,1.2549489265516058
111,76,187,1491.0971218,1489.9526756918196,1.1444461081803183
110,77,187,1488.6451404000002,1487.6923438693213,0.9527965306788246
109,78,187,1484.9987712999998,1484.6549935672265,0.3437777327733329
108,79,187,1480.5598401000002,1480.1872563523934,0.37258374760676816
107,80,187,1474.8672235,1475.029193294319,-0.16196979431902037
106,81,187,1468.410955,1468.632155854546,-0.22120085454594118
105,82,187,1460.170987,1461.6619141271392,-1.49092712713923
104,83,187,1450.7849521,1450.9961356612046,-0.211183561204507
103,84,187,1440.7955243,1440.1860681997764,0.6094561002234968
114,74,188,1498.1820016,1497.5155571601288,0.6664444398711566
113,75,188,1497.7486428,1496.5870876779143,1.1615551220857014
112,76,188,1499.0867328000002,1497.9659876722712,1.1207451277289238
111,77,188,1495.5120256,1494.5352848257762,0.9767407742237992
110,78,188,1494.2057076,1493.603523128128,0.6021844718720786
109,79,188,1487.9736956,1487.8862073415678,0.08748825843213126
108,80,188,1485.018392,1484.8943504246308,0.12404157536911953
107,81,188,1476.3740956,1477.1757872781218,-0.8016916781218697
106,82,188,1471.0663668,1472.4433647252622,-1.3769979252622306
105,83,188,1459.6677952,1460.397228326492,-0.7294331264920402
104,84,188,1452.2350272,1451.4278536839017,0.8071735160983735
114,75,189,1504.7821845,1503.711490863278,1.070693636722126
113,76,189,1505.0075481,1503.9671001399813,1.0404479600185823
112,77,189,1503.6880446,1502.6047257318226,1.0833188681774573
111,78,189,1500.9254505,1500.4711305521737,0.45431994782620677
110,79,189,1497.2556564,1496.880421880765,0.37523451923493667
109,80,189,1492.5177288000002,1492.6108154662616,-0.09308666626134254
108,81,189,1486.7251056000002,1487.084010016359,-0.358904416358655
107,82,189,1479.1706811,1481.0093461093734,-1.8386650093734715
106,83,189,1470.6089811,1471.233812085363,-0.6248309853631326
105,84,189,1461.1839669,1460.8647584244648,0.3192084755353335
116,74,190,1510.025589,1509.344930003096,0.6806589969041852
115,75,190,1510.4574209999998,1509.358818357121,1.0986026428788591
114,76,190,1512.799893,1511.6246598963291,1.175233103670962
113,77,190,1510.063323,1509.1206533604523,0.9426696395478302
112,78,190,1509.833879,1509.054288234243,0.7795907657571206
111,79,190,1504.5785549999998,1504.2431839449894,0.33537105501045517
110,80,190,1502.3333059999998,1502.0993455554872,0.23396044451260423
109,81,190,1494.546555,1495.2799337595693,-0.7333787595694048
108,82,190,1489.814586,1491.4011147038561,-1.5865287038561746
107,83,190,1479.211541,1480.2753005670738,-1.0637595670739302
106,84,190,1472.395994,1472.1792855540903,0.21670844590971683
117,74,191,1514.9042569,1514.1597920276977,0.7444648723023874
116,75,191,1517.2961308,1516.1409156944678,1.1552151055320792
115,76,191,1518.5586217,1517.3091053484884,1.249516351511602
114,77,191,1518.0898504000002,1516.8343766721057,1.2554737278944685
113,78,191,1516.2970289,1515.5940247768485,0.7030041231514588
112,79,191,1513.6142429,1512.8696658967472,0.7445770032527435
111,80,191,1509.6258382,1509.4761997649598,0.14963843504028773
110,81,191,1504.5345995,1504.8068742191767,-0.2722747191767212
109,82,191,1497.7605362,1499.6145268352836,-1.8539906352837079
108,83,191,1489.9263082999998,1490.7172385991587,-0.7909302991588447
107,84,191,1480.9733361,1481.2511396608922,-0.27780356089215275
106,85,191,1471.2583503,1470.6215334982378,0.6368168017622793
117,75,192,1522.6058688,1521.4885796180786,1.1172891819214783
116,76,192,1526.116992,1524.626666329357,1.4903256706429602
115,77,192,1524.2879808,1523.0355183423105,1.2524624576894894
114,78,192,1524.9585216,1523.822796800835,1.1357247991650183
113,79,192,1520.6598336,1519.9050072672608,0.7548263327391851
112,80,192,1519.1167872,1518.5970110795254,0.5197761204747167
111,81,192,1512.1952064,1512.6628390955948,-0.4676326955948298
110,82,192,1508.0924544,1509.6253900299657,-1.5329356299657775
109,83,192,1498.2928128,1499.4075562904634,-1.1147434904632973
108,84,192,1492.0424064,1492.172912640782,-0.13050624078209694
107,85,192,1480.2678336,1480.158928633767,0.1089049662330126
118,75,193,1529.3199954,1527.9549344540817,1.3650609459182306
117,76,193,1531.7004188,1530.016660863252,1.6837579367481794
116,77,193,1532.0599778,1530.4126516806984,1.6473261193016242
115,78,193,1531.2209875,1530.0490745999757,1.171912900024381
114,79,193,1529.3638064,1528.1759409193562,1.1878654806437225
113,80,193,1526.238789,1525.6436160961287,0.5951729038713438
112,81,193,1521.8714885,1521.8177504211865,0.05373807881346693
111,82,193,1515.8411842,1517.4944259703987,-1.6532417703986084
110,83,193,1508.7141574,1509.4644174701068,-0.7502600701068332
109,84,193,1500.372543,1500.889009085694,-0.5164660856939918
108,85,193,1491.3322107,1491.132181779777,0.20002892022284868
107,86,193,1481.439629,1480.660721326561,0.77890767343888
118,76,194,1538.8125008,1537.0275757105633,1.7849250894366833
117,77,194,1538.1267690000002,1536.327155065364,1.799613934636227
116,78,194,1539.5727479999998,1537.946384802742,1.6263631972578878
115,79,194,1536.2422336000002,1534.899966538695,1.342267061305165
114,80,194,1535.4318956,1534.4091530640708,1.0227425359291828
113,81,194,1529.4030934,1529.3427134885017,0.06037991149833033
112,82,194,1525.8911114,1527.1331882111085,-1.242076811108518
111,83,194,1516.9239269999998,1517.8116744461292,-0.8877474461294241
110,84,194,1511.1231718,1511.4275278686628,-0.30435606866285525
109,85,194,1500.0526976,1500.315203794189,-0.2625061941889726
108,86,194,1492.8292434,1492.0984308860352,0.7308125139647927
119,76,195,1543.9602555,1542.169531816705,1.7907236832948001
118,77,195,1545.3586200000002,1543.412492837968,1.9461271620320986
117,78,195,1545.677835,1543.8960174397328,1.7818175602672
116,79,195,1544.668671,1542.8432557203844,1.8254152796155267
115,80,195,1542.3326100000002,1541.1437308212683,1.188879178731895
114,81,195,1538.6922135,1538.1386701081976,0.55354339180235
113,82,195,1533.4926165,1534.667161175215,-1.1745446752149746
112,83,195,1526.9977904999998,1527.4930478872952,-0.49525738729539626
111,84,195,1519.3065225,1519.796828025725,-0.4903055257250344
110,85,195,1510.877823,1510.9000398211147,-0.022216821114625418
109,86,195,1501.5748995,1501.3036724166245,0.27122708337537915
120,76,196,1550.7970996,1548.933917185523,1.8631824144770235
119,77,196,1551.1731452,1549.103381203399,2.069763996600841
118,78,196,1553.5998212000002,1551.5210762454428,2.078744954557351
117,79,196,1551.3116388,1549.3018007380738,2.0098380619263025
116,80,196,1551.21652,1549.585684770673,1.6308352293269763
115,81,196,1546.1048400000002,1545.351460461423,0.7533795385772919
114,82,196,1543.1741304000002,1543.9464996280458,-0.7723692280455907
113,83,196,1535.0525764,1535.5065045352414,-0.4539281352415401
112,84,196,1529.729922,1529.9616459962883,-0.23172399628833773
111,85,196,1519.3920196,1519.7375113788285,-0.34549177882854565
110,86,196,1512.721336,1512.353975566792,0.3673604332079776
120,77,197,1558.0730591,1555.9782443995073,2.094814700492634
119,78,197,1559.4463658,1557.2796881237316,2.166677676268364
118,79,197,1559.3839956,1556.9934897160877,2.390505883912283
117,80,197,1558.0021194,1556.0629146882227,1.9392047117773927
116,81,197,1555.0337825,1553.8231017543721,1.2106807456277693
115,82,197,1550.6425934,1551.1648106356988,-0.5222172356989176
114,83,197,1544.8020556,1544.8257463848079,-0.023690784807968157
113,84,197,1537.7255792,1537.9941449045311,-0.2685657045310563
112,85,197,1529.9054278,1529.944182221673,-0.03875442167282017
111,86,197,1521.257443,1521.2080588233603,0.0493841766397054
110,87,197,1511.7315079999998,1511.2152364677586,0.5162715322412623
120,78,198,1567.0019376,1564.7412102559852,2.2607273440148674
119,79,198,1565.896365,1563.2968733244754,2.5994916755246322
118,80,198,1566.4875336,1564.2721367319614,2.2153968680386242
117,81,198,1562.2796178,1560.783638372568,1.4959794274320757
116,82,198,1560.035961,1560.1196864801123,-0.08372548011220715
115,83,198,1552.5600353999998,1552.5244835067483,0.035551893251522415
114,84,198,1547.8770977999998,1547.7982434628125,0.07885433718729473
113,85,198,1538.3302308,1538.4457811474279,-0.11555034742787029
112,86,198,1532.069451,1531.8809115808442,0.18853941915585892
111,87,198,1520.4790854,1520.5187938252327,-0.039708425232674927
122,77,199,1570.3501134,1568.2628888601205,2.0872245398795712
121,78,199,1572.5579189,1570.4191668863098,2.1387520136902367
120,79,199,1573.4806421,1570.8770888380836,2.6035532619164314
119,80,199,1573.1506006,1570.6256462223798,2.5249543776201335
118,81,199,1570.8815827,1569.0322920991998,1.8492906008002592
117,82,199,1567.2715834,1567.0842527368143,0.18733066318577585
116,83,199,1562.0551168,1561.5164663292821,0.5386504707178119
115,84,199,1555.7139818,1555.5126926272103,0.20128917278975678
114,85,199,1548.5161717,1548.2873157052059,0.22885599479423036
113,86,199,1540.4703032,1540.3939074129423,0.07639578705766326
112,87,199,1531.3567201,1531.2245472764864,0.1321728235136561
122,78,200,1579.83972,1577.7927367486611,2.0469832513388155
121,79,200,1579.6983,1577.163733664265,2.5345663357350077
120,80,200,1581.1791199999998,1578.7705508523552,2.4085691476445845
119,81,200,1577.94074,1575.8893619705625,2.051378029437501
118,82,200,1576.36202,1575.8187510616278,0.5432689383721936
117,83,200,1569.69938,1568.9606083138067,0.7387716861933313
116,84,200,1565.4881400000002,1564.988203467335,0.49993653266506044
115,85,200,1556.75202,1556.4699013536274,0.28211864637250983
114,86,200,1550.98222,1550.7013689056512,0.2808510943489182
113,87,200,1540.06584,1540.1868157634572,-0.12097576345718153
123,78,201,1585.0525737,1583.3891458002313,1.6634278997687488
122,79,201,1586.9302152,1584.717764714123,2.2124504858770706
121,80,201,1587.4097007,1585.164907558511,2.2447931414890263
120,81,201,1586.1456117,1584.1027953101577,2.042816389842301
119,82,201,1583.4535182,1582.683409667981,0.7701085320188668
118,83,201,1578.8291313,1577.7268494315642,1.102281868435739
117,84,201,1573.1389419,1572.4397187446157,0.6992231553842885
116,85,201,1566.6248735999998,1565.974902295211,0.6499713047887781
115,86,201,1559.1604974,1558.8887472966637,0.27175010333621685
114,87,201,1550.6821767,1550.5206796878783,0.16149701212157197
113,88,201,1541.5515707999998,1541.414391477122,0.13717932287772783
124,78,202,1592.0753018,1590.5856452925157,1.4896565074843693
123,79,202,1592.9538200000002,1590.9575055599798,1.9963144400203419
122,80,202,1595.163801,1593.3383345944042,1.825466405595762
121,81,202,1593.0165611999998,1591.036968225834,1.9795929741658256
120,82,202,1592.1944009999995,1591.3904409114855,0.8039600885140317
119,83,202,1586.2223114,1585.0653470210282,1.1569643789719066
118,84,202,1582.6306706,1581.6778466202118,0.9528239797882634
117,85,202,1574.5018673999998,1573.8849252728135,0.6169421271863484
116,86,202,1569.3989636,1568.8546206805268,0.544342919473138
115,87,202,1559.240525,1559.1551419778896,0.08538302211036353
114,88,202,1552.4848168,1552.193878332267,0.2909384677329854
124,79,203,1599.815595,1598.315665260933,1.4999297390670563
123,80,203,1601.1590084,1599.714691473247,1.4443169267528901
122,81,203,1600.8687590000002,1599.3102828213982,1.5584761786019499
121,82,203,1599.111591,1598.3395337949005,0.7720572050995997
120,83,203,1595.0676686,1593.7937638822616,1.2739047177383327
119,84,203,1590.0712296,1589.0004080288145,1.0708215711854336
118,85,203,1584.1406861,1583.1300048455444,1.010681254455676
117,86,203,1577.3797711,1576.7540666306056,0.6257044693943499
116,87,203,1569.5369676,1569.13740658944,0.39956101056009174
115,88,203,1561.0297045,1560.8233450140194,0.2063594859805562
124,80,204,1608.651282,1607.6668268654532,0.9844551345468062
123,81,204,1607.5248551999998,1606.2350715296818,1.289783670318002
122,82,204,1607.5062504,1607.1101325103925,0.3961178896074671
121,83,204,1602.2600028,1601.2073131016728,1.0526896983271854
120,84,204,1599.1727892,1598.1698430448025,1.0029461551973782
119,85,204,1591.9246488,1590.8782749062566,1.046373893743521
118,86,204,1587.2371572,1586.4382682058085,0.7988889941914294
117,87,204,1577.8773924,1577.4732337457533,0.40415865424665753
116,88,204,1571.6412552,1571.2473501844795,0.39390501552043133
125,80,205,1614.3201625000002,1613.6552890245441,0.6648734754560337
124,81,205,1615.0708929999998,1614.2479039646844,0.8229890353154588
123,82,205,1614.2379165,1614.0384470823747,0.19946941762532333
122,83,205,1610.750969,1609.9931222130447,0.7578467869552696
121,84,205,1606.4244440000002,1605.5282952796883,0.896148720311885
120,85,205,1601.105227,1600.0040100597037,1.1012169402963536
119,86,205,1595.048133,1594.1361099966268,0.9120230033731787
118,87,205,1587.865835,1587.1496379013495,0.7161970986505821
117,88,205,1579.969809,1579.5651460207505,0.4046629792494514
116,89,205,1570.8846394999998,1570.7173741894014,0.16726531059839544
126,80,206,1621.0494938000002,1621.2271164367576,-0.17762263675740542
125,81,206,1621.5747113999998,1620.6700360785783,0.9046753214215641
124,82,206,1622.324572,1622.5046715170697,-0.1800995170697206
123,83,206,1617.7849294,1617.3953282591776,0.3896011408223785
122,84,206,1615.1630438000002,1614.722082636969,0.4409611630312611
121,85,206,1608.6314224,1607.7293279708704,0.9020944291296473
120,86,206,1604.5425902,1603.6479045162323,0.8946856837676478
119,87,206,1595.8741926,1595.2506685939547,0.6235240060452725
118,88,206,1590.2793768,1589.6680777867407,0.6112990132592131
117,89,206,1579.5778828,1579.459455075413,0.11842772458703621
127,80,207,1624.6625184,1624.784850805495,-0.1223324054949444
126,81,207,1628.4271653,1628.1463340557127,0.28083124428735573
125,82,207,1629.0623448,1628.8071622246678,0.2551825753321282
124,83,207,1625.8825971,1625.9182491914223,-0.03565209142220738
123,84,207,1622.1913938,1622.057787624669,0.13360617533112418
122,85,207,1617.4908171,1616.8213518568589,0.6694652431410759
121,86,207,1612.1157309,1611.2550606951327,0.8606702048673469
120,87,207,1605.5476623,1604.703281761208,0.8443805387919383
119,88,207,1598.4023121,1597.7216680316783,0.6806440683217261
118,89,207,1589.9877207,1589.5576306769017,0.4300900230982734
128,80,208,1629.5118111999998,1629.8998948047806,-0.3880836047808316
127,81,208,1632.214168,1632.3027931882768,-0.08862518827686472
126,82,208,1636.4302240000002,1636.2745002157385,0.15572378426168143
125,83,208,1632.7695072,1632.8159017435091,-0.046394543509222785
124,84,208,1630.5862144,1631.0262554920555,-0.4400410920554805
123,85,208,1624.8045632,1624.493829377005,0.3107338229949619
122,86,208,1621.2077023999998,1620.6704424389447,0.5372599610550424
121,87,208,1613.434888,1612.6551737888592,0.7797142111407993
120,88,208,1608.2596816,1607.5644653389086,0.6952162610914456
119,89,208,1598.4444112,1598.0192214529857,0.4251897470144286
118,90,208,1591.7348928,1591.2346988446532,0.500193955346731
128,81,209,1637.1801611,1637.4883823840862,-0.30822128408613025
127,82,209,1640.3675992,1640.9253386651758,-0.5577394651757004
126,83,209,1640.2292621,1640.7999365358148,-0.5706744358149081
125,84,209,1637.5543338,1637.969466032661,-0.415132232661108
124,85,209,1633.2897515,1633.3827038106172,-0.09295231061719278
123,86,209,1628.5646795,1628.186437882459,0.3782416175411072
122,87,209,1622.6234364999998,1621.9525213338409,0.6709151661589203
121,88,209,1616.2006993,1615.4213869353473,0.7793123646526965
120,89,209,1608.4317095,1607.8295855127242,0.6021239872757178
129,81,210,1640.85369,1641.1448031093973,-0.29111310939742907
128,82,210,1645.552776,1646.7152550081955,-1.1624790081955325
127,83,210,1644.833904,1645.430054008261,-0.59615000826102
126,84,210,1645.212702,1646.5536835854298,-1.3409815854297449
125,85,210,1640.449398,1640.760191644869,-0.3107936448691362
124,86,210,1637.299713,1637.416572656548,-0.11685965654783104
123,87,210,1630.2561030000002,1629.7811389299816,0.4749640700185864
122,88,210,1625.6874269999998,1625.0674661281544,0.6199608718454783
121,89,210,1616.583822,1616.0665250163381,0.5172969836619359
120,90,210,1610.506044,1609.8873601284265,0.6186838715734666
130,81,211,1645.7560065000002,1645.8141319798146,-0.0581254798144073
129,82,211,1649.3886669,1650.404434417767,-1.0157675177670171
128,83,211,1649.9724195,1651.1210569834705,-1.1486374834705657
127,84,211,1649.7634661999998,1651.0616592572524,-1.298193057252547
126,85,211,1648.1957995,1649.3981907424684,-1.2023912424683658
125,86,211,1644.5215932,1644.7254940783298,-0.20390087832970494
124,87,211,1639.1242343,1638.9070171096012,0.21721719039874188
123,88,211,1633.3697157,1632.776237262349,0.5934784376509015
122,89,211,1626.2757479999998,1625.65129009177,0.624457908229715
121,90,211,1618.7604766,1618.0754867802589,0.6849898197410766
120,91,211,1609.8023028,1609.3269197704126,0.4753830295874195
130,82,212,1654.5159036,1655.5542206877947,-1.0383170877946668
129,83,212,1654.302568,1655.2492843511839,-0.9467163511837953
128,84,212,1655.7716856,1657.18518578856,-1.413500188559965
127,85,212,1653.24808,1654.34153152552,-1.0934515255198676
126,86,212,1652.4968156,1653.835616120011,-1.338800520011091
125,87,212,1646.571246,1646.6063839451672,-0.03513794516720736
124,88,212,1642.4716536,1642.2667225284106,0.20493107158949897
123,89,212,1634.1909548,1633.7292010423996,0.46175375760049064
122,90,212,1628.5973136,1628.0608030077317,0.5365105922683142
121,91,212,1618.3293268,1617.9253665028898,0.40396029711018855
132,81,213,1654.0368243,1653.9158756580543,0.120948641945688
131,82,213,1658.2418916,1658.9877465738641,-0.7458549738641977
130,83,213,1659.4876221,1660.4217096447906,-0.9340875447906001
129,84,213,1660.127112,1661.3459018145008,-1.2187898145009513
128,85,213,1659.2707668,1660.519461396503,-1.2486945965029008
127,86,213,1657.6048512,1658.7779248542263,-1.1730736542263003
126,87,213,1654.6807659,1655.7263176951496,-1.0455517951495494
125,88,213,1649.9986638,1649.9072542537856,0.09140954621443598
124,89,213,1643.4208404,1643.1713739976956,0.24946640230450612
123,90,213,1636.659411,1636.0852444431205,0.5741665568796179
122,91,213,1628.3429751,1627.8989225213325,0.4440525786676517
132,82,214,1663.2926369999998,1664.113957376384,-0.8213203763841648
131,83,214,1663.528037,1664.335614156496,-0.8075771564958814
130,84,214,1666.0148882,1667.0630194128353,-1.0481312128351874
129,85,214,1664.1417248,1665.2494623550988,-1.1077375550987654
128,86,214,1664.2998922,1665.4963171853735,-1.1964249853735964
127,87,214,1660.1562102,1661.1415803483596,-0.9853701483596069
126,88,214,1658.3227866,1659.4830999931544,-1.1603133931544107
125,89,214,1651.1999035999995,1651.2291719746506,-0.029268374651110207
124,90,214,1646.1559022,1645.9442086174793,0.2116935825206383
123,91,214,1636.6085918,1636.33949474281,0.26909705719003796
133,82,215,1666.8386915,1667.6713411737207,-0.8326496737206526
132,83,215,1668.7693055,1669.494161192075,-0.7248556920749252
131,84,215,1670.158012,1671.0469798930342,-0.8889678930340779
130,85,215,1670.0904804999998,1671.1180684322505,-1.0275879322507535
129,86,215,1669.2205259999998,1670.3554161543025,-1.1348901543026386
128,87,215,1666.9510504999998,1667.9510973713966,-1.000046871396762
127,88,215,1663.9548535,1664.9070717396226,-0.9522182396226526
126,89,215,1659.6739455,1660.818908176443,-1.1449626764431287
125,90,215,1654.000719,1653.9810036628269,0.019715337173010994
124,91,215,1646.3352595,1646.1989989027736,0.1362605972262827
123,92,215,1638.4681515000002,1637.9447298190485,0.523421680951742
133,83,216,1672.5959136,1673.5257064389593,-0.929792838959429
132,84,216,1675.905228,1676.7390306944571,-0.8338026944570629
131,85,216,1674.6485184000005,1675.6941427389656,-1.0456243389651263
130,86,216,1675.8695448,1676.8533125091194,-0.98376770911932
129,87,216,1672.3694808,1673.3985302277054,-1.0290494277053313
128,88,216,1671.2666928,1672.241604358108,-0.9749115581078058
127,89,216,1665.6260903999998,1666.705868404651,-1.079778004651189
126,90,216,1662.6949272,1664.0293273755085,-1.3344001755085628
125,91,216,1654.3873296000002,1654.6778048919496,-0.2904752919494058
124,92,216,1648.3623552,1648.2472979603149,0.11505723968502934
134,83,217,1677.8112547,1678.7683197385506,-0.9570650385505814
133,84,217,1679.8754238,1680.807565919358,-0.9321421193581045
132,85,217,1680.5819324,1681.5071858732788,-0.9252534732788718
131,86,217,1680.5356029,1681.5756956864009,-1.040092786400919
130,87,217,1679.097175,1680.0642622864566,-0.9670872864564899
129,88,217,1676.7399474,1677.7876015056318,-1.0476541056318638
128,89,217,1673.1448216,1674.0980984651694,-0.9532768651695278
127,90,217,1668.8590065,1669.9163726417019,-1.0573661417017775
126,91,217,1663.2277046000002,1664.7486172429374,-1.520912642937219
135,83,218,1681.3965040000005,1682.8341314897682,-1.4376274897676922
134,84,218,1685.47354,1686.544883258499,-1.0713432584991551
133,85,218,1684.947615,1686.1105823147718,-1.1629673147717767
132,86,218,1687.0480885999998,1687.9807651576807,-0.9326765576809066
131,87,218,1684.4237174,1685.3902204490375,-0.9665030490375557
130,88,218,1684.0552537999995,1685.0410644487054,-0.9858106487058649
129,89,218,1679.06761,1680.171355166802,-1.1037451668019003
128,90,218,1676.7693668,1677.7905809136105,-1.0212141136105402
127,91,218,1669.704183,1671.0846964833613,-1.3805134833612556
126,92,218,1665.6767638,1667.2559179750149,-1.5791541750149918
135,84,219,1689.220146,1690.6167393479489,-1.3965933479487376
134,85,219,1690.723143,1691.9096353775924,-1.186492377592458
133,86,219,1691.5074696,1692.6670891613664,-1.1596195613665259
132,87,219,1690.9375221,1691.9299527610926,-0.9924306610926124
131,88,219,1689.378264,1690.4800902473512,-1.101826247351255
130,89,219,1686.4202091,1687.5288465136048,-1.1086374136048107
129,90,219,1682.7446445000005,1683.9035625208382,-1.1589180208377456
128,91,219,1677.8418477,1678.9857917318832,-1.1439440318831657
127,92,219,1672.3467873,1673.5875402610789,-1.240752961078897
126,93,219,1665.4234308,1667.1937211087813,-1.770290308781341
136,84,220,1694.709368,1696.2463228651452,-1.5369548651451623
135,85,220,1694.814726,1696.466705521134,-1.6519795211338533
134,86,220,1697.796144,1698.9916760397214,-1.1955320397214564
133,87,220,1696.1434600000002,1697.1626528873412,-1.019192887340978
132,88,220,1696.571338,1697.5845636223273,-1.0132256223273544
131,89,220,1692.31733,1693.5103911536216,-1.1930611536215565
130,90,220,1690.589208,1691.7779829368362,-1.1887749368361256
129,91,220,1684.2180079999998,1685.5725700431606,-1.3545620431607404
127,93,220,1672.456676,1673.965691211577,-1.5090152115769797
137,84,221,1698.2703894,1700.1647836062791,-1.894394206279003
136,85,221,1700.4790634,1702.12477664846,-1.6457132484599697
135,86,221,1702.0080961,1703.5779165297686,-1.5698204297684697
134,87,221,1702.4198411999998,1703.5624158628793,-1.1425746628794968
133,88,221,1701.9508792,1702.8875549638894,-0.9366757638895251
132,89,221,1699.6013618999998,1700.7063086092514,-1.1049467092516352
131,90,221,1696.4101440000002,1697.8134500073081,-1.4033060073079469
130,91,221,1692.1927789,1693.4972886684525,-1.30450976845259
129,92,221,1687.2653629,1688.5378176951106,-1.2724547951106615
138,84,222,1703.6291987999998,1705.5646979472226,-1.9354991472227994
137,85,222,1704.3800916000002,1706.5071554476003,-2.127063847600084
136,86,222,1708.1788001999998,1709.7231392527667,-1.5443390527668726
135,87,222,1707.3903228,1708.6455348632514,-1.2552120632515198
134,88,222,1708.6658682000002,1709.806638332447,-1.1407701324467325
133,89,222,1705.581933,1706.5254237534325,-0.9434907534325703
132,90,222,1704.2183424,1705.5243438875632,-1.3060014875632078
131,91,222,1698.5746805999995,1700.0218926550292,-1.447212055029695
130,92,222,1695.5838522,1696.9368047372752,-1.3529525372753142
129,93,222,1687.7996886,1689.3804334687115,-1.580744868711463
138,85,223,1709.9764211,1711.9254217290845,-1.949000629084594
137,86,223,1712.232356,1714.1122044488573,-1.879848448857274
136,87,223,1713.4574065,1714.8317080908787,-1.3743015908787584
135,88,223,1713.8241523,1714.9224024443574,-1.0982501443575075
134,89,223,1712.4499817,1713.5063237121715,-1.056342012171399
133,90,223,1710.1072998,1711.384435650861,-1.2771358508609865
132,91,223,1706.3727411,1707.7865514938476,-1.4138103938475979
131,92,223,1701.8827253,1703.481872112397,-1.5991468123970662
130,93,223,1696.4870842000005,1697.8077254938585,-1.3206412938579888
139,85,224,1713.7647296,1716.0689922586087,-2.30426265860865
138,86,224,1718.2483136,1720.003996735548,-1.7556831355479972
137,87,224,1718.162432,1719.6956270986745,-1.5331950986744687
136,88,224,1720.3028864,1721.6008635309604,-1.297977130960362
135,89,224,1718.1122112,1719.113291163796,-1.0010799637959735
134,90,224,1717.5684287999998,1718.865296478618,-1.2968676786181277
133,91,224,1712.9193088,1714.1339290608164,-1.2146202608164458
132,92,224,1710.2566207999998,1711.7301294770482,-1.4735086770483576
131,93,224,1703.1847168000002,1704.8160372872042,-1.6313204872039933
139,86,225,1722.2305725,1724.1484050418403,-1.9178325418401982
138,87,225,1724.16177,1725.616611776952,-1.4548417769519801
137,88,225,1725.2069849999998,1726.4809090681522,-1.2739240681523825
136,89,225,1724.780385,1725.8356755973261,-1.0552905973261204
135,90,225,1723.3251524999998,1724.4996096656143,-1.1744571656145126
134,91,225,1720.49634,1721.6629274483894,-1.166587448389464
133,92,225,1716.6986325,1718.1012866247256,-1.4026541247255864
132,93,225,1711.6701975,1713.1019313476208,-1.4317338476207624
140,86,226,1728.0888407999998,1729.7616298966716,-1.6727890966717496
139,87,226,1728.5331568,1730.228353346096,-1.6951965460959855
138,88,226,1731.6037736,1732.8838376170884,-1.280064017088307
137,89,226,1730.1797928,1731.195224171077,-1.0154313710768292
136,90,226,1730.509007,1731.7121965577414,-1.2031895577413252
135,91,226,1726.8907018,1727.77981427585,-0.88911247584997
134,92,226,1724.8131516,1726.116109701612,-1.302958101611921
133,93,226,1718.5427364,1719.9447420506608,-1.4020056506608398
141,86,227,1732.0215316,1733.6503376254357,-1.6288060254357788
140,87,227,1734.4425774,1735.867484393265,-1.42490699326504
139,88,227,1736.1651895999998,1737.5064930839967,-1.3413034839968532
138,89,227,1736.7108068000002,1737.6352846622824,-0.9244778622821741
137,90,227,1735.9732157,1737.0926738413043,-1.1194581413042215
136,91,227,1734.1652515,1735.0363544510863,-0.8711029510861863
135,92,227,1731.1682386,1732.2568275265778,-1.0885889265778133
134,93,227,1726.8519017,1728.0016202480585,-1.1497185480584449
142,86,228,1737.7352196,1738.9824251450593,-1.247205545059387
141,87,228,1738.8121092,1740.2198978244458,-1.4077886244458568
140,88,228,1742.4737892,1743.623242192938,-1.149452992937995
139,89,228,1741.7369844,1742.7326364143587,-0.9956520143587113
138,90,228,1743.0783996,1744.0186795201566,-0.9402799201566268
137,91,228,1740.1433328,1740.8968527856366,-0.753519985636558
136,92,228,1739.0645964000005,1739.9998345406811,-0.9352381406806671
134,94,228,1730.6120892,1731.5470383770385,-0.9349491770385612
143,86,229,1741.6875983,1742.6165262398472,-0.928927939847199
142,87,229,1744.599402,1745.5765336453223,-0.977131645322288
141,88,229,1746.9233398,1747.984534371298,-1.0611945712980742
140,89,229,1748.0130134,1748.8837714704562,-0.8707580704560769
139,90,229,1748.335079,1749.1343395894944,-0.7992605894944518
138,91,229,1747.2414208000002,1747.8648034300852,-0.6233826300849614
137,92,229,1745.1452922,1745.8839702728596,-0.7386780728595568
136,93,229,1741.7721909,1742.405483392089,-0.6332924920891401
135,94,229,1737.3962986,1738.1866647969644,-0.7903661969644418
134,95,229,1731.8284613,1732.526043316509,-0.6975820165089317
