method,observable,n,mae,rmse,bias,median_ae,p95_ae,regime
B_hgb_residual,S2n,296,0.7189295207081328,0.9509114360270199,0.5921354009571573,0.590373321382998,1.9708602485981217,R3_proton_rich
B_hgb_residual,Sp,342,0.5556691842443844,0.7150352859258505,-0.3694958229778818,0.4300899418101949,1.5377529447096945,R3_proton_rich
B_hgb_residual,S2p,226,0.9483739004994113,1.1948814988040426,-0.8488174369902507,0.8657506951524283,2.5051723436126565,R3_proton_rich
B_hgb_residual,Qalpha,0,,,,,,R3_proton_rich
B_hgb_residual,delta2n,134,0.3985849638009189,0.5760251588281559,0.1030081228910415,0.26911425434445846,1.3685043536094947,R3_proton_rich
B_hgb_residual,delta2p,54,0.5300612071922067,0.7131688053840834,0.16837788585670482,0.3266633092808888,1.3708831132504742,R3_proton_rich
B_hgb_adaptive,Sn,383,1.3684299605693782,2.1403905683871924,-1.2178335043159818,0.9160943947238138,4.5862502086759855,R3_proton_rich
B_hgb_adaptive,S2n,296,2.312245313994063,3.5731967965572577,-2.190781178908584,1.6459240411587643,7.887984168743863,R3_proton_rich
B_hgb_adaptive,Sp,342,1.6232335904741946,2.271380433749469,1.4879670029893004,1.26051866299224,4.58211317323183,R3_proton_rich
B_hgb_adaptive,S2p,226,2.9834668306028913,4.106286890026049,2.947715809842311,2.2650529380495072,8.236416857627887,R3_proton_rich
B_hgb_adaptive,Qalpha,0,,,,,,R3_proton_rich
B_hgb_adaptive,delta2n,134,1.245070092502618,1.7441107477607534,-0.2666726629470622,0.9170093589327166,3.175080251708594,R3_proton_rich
B_hgb_adaptive,delta2p,54,1.0546462113814064,1.4036051052256244,-0.17444989124025925,0.7620690064013615,2.841870399820362,R3_proton_rich
B_mlp_data,Sn,383,4.308788035506272,5.716968276438074,-2.572159891075281,3.511881548024121,10.860839848724856,R3_proton_rich
B_mlp_data,S2n,296,5.826250889778048,6.345084742295643,-5.381059748124989,5.746943835031402,9.737976338795988,R3_proton_rich
B_mlp_data,Sp,342,5.680400838256794,7.2024562581140605,4.025925676905517,5.18063952089193,13.803864117112159,R3_proton_rich
B_mlp_data,S2p,226,8.874080246252806,9.572739896314822,8.293393335398378,8.844622982973533,15.31323045159229,R3_proton_rich
B_mlp_data,Qalpha,0,,,,,,R3_proton_rich
B_mlp_data,delta2n,134,1.565091872397907,1.8384581347702476,-1.5299241821013263,1.292398124302622,3.010550712198676,R3_proton_rich
B_mlp_data,delta2p,54,3.507437907416753,3.7547337323962693,-3.507437907416753,3.088499905117658,6.016344588574195,R3_proton_rich
B_mlp_soft,Sn,383,1.623386370899031,2.2551649047184266,-0.7543480754060911,1.0723586879643108,4.390197968788412,R3_proton_rich
B_mlp_soft,S2n,296,1.923999378536763,2.213173766788312,-1.6055955671422888,1.7958846132213466,3.800767105373467,R3_proton_rich
B_mlp_soft,Sp,342,2.0855422473284477,2.746041331753516,1.2333091548485566,1.8871150468996802,5.613295000196872,R3_proton_rich
B_mlp_soft,S2p,226,2.7803326847253333,3.11844035053097,2.4712237122155694,2.5813944523300165,5.407950260655554,R3_proton_rich
B_mlp_soft,Qalpha,0,,,,,,R3_proton_rich
B_mlp_soft,delta2n,134,0.5884701250148887,0.9055686172176647,-0.48653253467149743,0.3506279734098712,2.116112790776614,R3_proton_rich
B_mlp_soft,delta2p,54,1.1710618300373186,1.3826377419758382,-1.1710618300373186,0.9569488099215278,2.6127367363593335,R3_proton_rich
B_mlp_residual,Sn,383,0.9047715433988841,1.4671749676158625,-0.41510596709838826,0.4609000971504429,3.2115409226439815,R3_proton_rich
B_mlp_residual,S2n,296,1.0174307229079977,1.7712835911742193,-0.6066288031210968,0.4434696935441025,4.385264798338241,R3_proton_rich
B_mlp_residual,Sp,342,0.9711876126435429,1.4636917767392632,0.41056962306390465,0.55126038316007,3.583895420830768,R3_proton_rich
B_mlp_residual,S2p,226,1.33236555888843,2.0380263643002685,0.7673725161067864,0.7609734919356583,4.933259308253383,R3_proton_rich
B_mlp_residual,Qalpha,0,,,,,,R3_proton_rich
B_mlp_residual,delta2n,134,0.42784955457016033,0.7307949962434355,0.05793408453544784,0.25643152665873004,1.231851853823192,R3_proton_rich
B_mlp_residual,delta2p,54,0.5490361493609242,0.6938614428509652,0.3550032538328828,0.4489824247012848,1.386203614877603,R3_proton_rich
B_mlp_adaptive,Sn,383,1.5555256874605574,2.3225477325656354,-0.5527848734218078,1.079501436809096,4.514605374891377,R3_proton_rich
B_mlp_adaptive,S2n,296,1.6260085632918895,2.004648782620936,-1.20128496148174,1.4785007961769452,3.0662603466312532,R3_proton_rich
B_mlp_adaptive,Sp,342,1.9629652969094054,2.758225133315589,0.9479203493775916,1.5412377935663244,5.304649418030107,R3_proton_rich
B_mlp_adaptive,S2p,226,2.293929266000194,2.6930492245783997,1.887573693063902,1.9641221942571576,4.654067372580073,R3_proton_rich
B_mlp_adaptive,Qalpha,0,,,,,,R3_proton_rich
B_mlp_adaptive,delta2n,134,0.5393993994616,0.8436024461270206,-0.24633243426428092,0.30559863605878945,1.6984164880414743,R3_proton_rich
B_mlp_adaptive,delta2p,54,0.8145285665563693,1.027420800647858,-0.7449395781812471,0.6432544130326505,1.94372409418791,R3_proton_rich
B_ridge_data,Sn,383,1.539629964750352,2.608121454323208,-0.6630130306937609,0.7831414771032996,6.010697359113585,R3_proton_rich
B_ridge_data,S2n,296,1.225009838528999,2.129066198500413,-1.0672008932321737,0.5843152708210368,4.659965109206766,R3_proton_rich
B_ridge_data,Sp,342,1.3950633887602342,2.1448153386013127,0.7529347104451329,0.7527723741483214,4.153969004488433,R3_proton_rich
B_ridge_data,S2p,226,1.600415076915688,2.467935805780791,1.391782232953311,0.8963579676878339,5.428991379527922,R3_proton_rich
B_ridge_data,Qalpha,0,,,,,,R3_proton_rich
B_ridge_data,delta2n,134,0.41896124033294346,0.9162018355639137,-0.31689994626569273,0.12521605174237038,2.219347629864806,R3_proton_rich
B_ridge_data,delta2p,54,0.5432088559773989,0.9211441013258216,-0.49700432326860283,0.23419863481990433,2.303260006496583,R3_proton_rich
B_ridge_soft,Sn,383,1.539629964750352,2.608121454323208,-0.6630130306937609,0.7831414771032996,6.010697359113585,R3_proton_rich
B_ridge_soft,S2n,296,1.225009838528999,2.129066198500413,-1.0672008932321737,0.5843152708210368,4.659965109206766,R3_proton_rich
B_ridge_soft,Sp,342,1.3950633887602342,2.1448153386013127,0.7529347104451329,0.7527723741483214,4.153969004488433,R3_proton_rich
B_ridge_soft,S2p,226,1.600415076915688,2.467935805780791,1.391782232953311,0.8963579676878339,5.428991379527922,R3_proton_rich
B_ridge_soft,Qalpha,0,,,,,,R3_proton_rich
B_ridge_soft,delta2n,134,0.41896124033294346,0.9162018355639137,-0.31689994626569273,0.12521605174237038,2.219347629864806,R3_proton_rich
B_ridge_soft,delta2p,54,0.5432088559773989,0.9211441013258216,-0.49700432326860283,0.23419863481990433,2.303260006496583,R3_proton_rich
B_ridge_residual,Sn,383,0.8399972180633885,1.6559243825071654,-0.2516098506351807,0.44083866774667513,3.1306231319398297,R3_proton_rich
B_ridge_residual,S2n,296,1.0660662862514985,1.7251475397541987,-0.2168970720915597,0.7910319679834572,3.363101859075016,R3_proton_rich
B_ridge_residual,Sp,342,0.7273118758082056,1.2462231843962854,0.13067278425024262,0.48659187609530363,2.1200729412429626,R3_proton_rich
B_ridge_residual,S2p,226,1.2098566657120327,1.8296964303229621,0.17920926032439954,1.0064898775518145,3.9714326676324276,R3_proton_rich
B_ridge_residual,Qalpha,0,,,,,,R3_proton_rich
B_ridge_residual,delta2n,134,0.4519147506363239,0.7591048648224107,0.03995671723664736,0.2694098753447065,1.693493812537383,R3_proton_rich
B_ridge_residual,delta2p,54,0.46336247460587077,0.6380338096262638,0.15958004887078842,0.31672566444973427,1.455332249597847,R3_proton_rich
B_ridge_adaptive,Sn,383,0.941503644554561,1.5422702015240295,-0.12315847634975273,0.5384111296914398,3.345243719838329,R3_proton_rich
B_ridge_adaptive,S2n,296,0.8706097900448484,1.3309894979901686,-0.07875684096655158,0.5651996108748563,2.7032600992484817,R3_proton_rich
B_ridge_adaptive,Sp,342,0.8601201509983839,1.2988429230968248,0.06858227245873556,0.5543245207519192,2.5753703239064407,R3_proton_rich
B_ridge_adaptive,S2p,226,1.0675985994479416,1.4287365615623215,-0.011526355049899212,0.8555663960087259,3.146201963600511,R3_proton_rich
B_ridge_adaptive,Qalpha,0,,,,,,R3_proton_rich
B_ridge_adaptive,delta2n,134,0.4276629337826722,0.7872629912325162,-0.02345257511424084,0.20569445585994117,1.6442069247085782,R3_proton_rich
B_ridge_adaptive,delta2p,54,0.4096138208585092,0.6093240288014633,-0.06751731985860206,0.2797436557074775,1.3684533794264757,R3_proton_rich
B_bwn,Sn,383,0.3180418509554188,0.4206214869634622,0.2059127756964333,0.26128042623440706,0.8461985434524022,R3_proton_rich
B_bwn,S2n,296,0.4771459942215484,0.6082202760409611,0.4144793697117143,0.40287620268907176,1.129266024294182,R3_proton_rich
B_bwn,Sp,342,0.3960411365929496,0.5203536672115284,-0.2536921394771453,0.3059698895360725,1.0369799463012779,R3_proton_rich
B_bwn,S2p,226,0.671427606279191,0.8034004521327961,-0.5634424966913745,0.5857226341702244,1.4606868054752908,R3_proton_rich
B_bwn,Qalpha,0,,,,,,R3_proton_rich
B_bwn,delta2n,134,0.299530946207057,0.3755187191277809,0.16142224478021439,0.25205929844582897,0.7553394918945571,R3_proton_rich
B_bwn,delta2p,54,0.3772878550205142,0.5187914555354767,0.09239474889238126,0.2756103357021118,0.9713773333114533,R3_proton_rich
B_semf,Sn,438,0.7851113882404975,0.9791778242213545,-0.11654558555387068,0.6853637526635339,1.9335491380254202,R4_magic_pm1
B_semf,S2n,360,1.3890818093437194,1.685485097995294,-0.26773743501726455,1.211489470110564,3.172075726983363,R4_magic_pm1
B_semf,Sp,403,0.8286743468929539,1.0649415502394124,0.25737959438086266,0.6930862396229713,2.039985724886787,R4_magic_pm1
B_semf,S2p,294,1.4206163886928134,1.8317039488479068,0.5452052464509695,1.1378324916307747,3.6098198604060823,R4_magic_pm1
B_semf,Qalpha,0,,,,,,R4_magic_pm1
B_semf,delta2n,275,0.8355334401631594,1.2898264052832318,0.11955838520889488,0.46385439471430345,2.9075496804257854,R4_magic_pm1
B_semf,delta2p,187,1.2224856904484955,1.6696956268325862,0.43338673287606533,0.8162099734654475,3.8789444141642413,R4_magic_pm1
B_hgb_data,Sn,438,2.6764859222450976,3.639080399034687,0.331645241326703,2.0843471123955624,8.019017401784577,R4_magic_pm1
B_hgb_data,S2n,360,2.705505409529063,3.627853346741449,0.30273046418824284,2.0579207301344127,7.484048358131649,R4_magic_pm1
B_hgb_data,Sp,403,2.353510927951231,3.2327728839915104,0.1479364592330993,1.726502403674317,6.574735465795106,R4_magic_pm1
B_hgb_data,S2p,294,2.3589194813938903,3.3332720757911725,0.0888816540227773,1.692579056747718,6.913612813996186,R4_magic_pm1
B_hgb_data,Qalpha,0,,,,,,R4_magic_pm1
B_hgb_data,delta2n,275,3.958317147056045,5.180897607863331,-0.4278333405346594,3.2199270831802096,11.036958871889727,R4_magic_pm1
B_hgb_data,delta2p,187,3.5994493071295715,4.972627474682999,-0.8259640100668829,2.573325743183659,9.579587615052953,R4_magic_pm1
B_hgb_soft,Sn,438,1.1858334897806933,1.6156107541531581,0.06273074519835879,0.8412050887764622,3.4972871652858912,R4_magic_pm1
B_hgb_soft,S2n,360,1.3386801787779203,1.8106162785856055,-0.03955027533506189,1.0337005041878058,3.946942471151147,R4_magic_pm1
B_hgb_soft,Sp,403,1.0402484393428413,1.3793115405880298,0.21360234032175562,0.8130718420632093,2.802934846598845,R4_magic_pm1
B_hgb_soft,S2p,294,1.1570583679418944,1.5364299634739789,0.362675809479688,0.9026557741289025,2.917936635391146,R4_magic_pm1
B_hgb_soft,Qalpha,0,,,,,,R4_magic_pm1
B_hgb_soft,delta2n,275,1.7440425101693657,2.413357158545915,-0.09939830508852207,1.2535591581453218,5.220065738920587,R4_magic_pm1
B_hgb_soft,delta2p,187,1.6783981930528646,2.368023040696673,-0.07035356430111475,1.218495442115227,4.365033723372202,R4_magic_pm1
B_hgb_residual,Sn,438,0.4677049630075922,0.6565497572194872,-0.010809805784789335,0.33344886363897785,1.4075560699453231,R4_magic_pm1
B_hgb_residual,S2n,360,0.6028419039124722,0.921569082379304,-0.034063899519157954,0.31883345286109943,2.1993309443458746,R4_magic_pm1
B_hgb_residual,Sp,403,0.49093915592173787,0.6870692700281947,0.004568452335358089,0.33544812311993155,1.4089430544437505,R4_magic_pm1
B_hgb_residual,S2p,294,0.6487983465814172,0.9840170183865101,0.013668162581230372,0.39476289479529214,2.3014173658878314,R4_magic_pm1
B_hgb_residual,Qalpha,0,,,,,,R4_magic_pm1
B_hgb_residual,delta2n,275,0.8673304700339078,1.2773396805888546,0.018645477616328416,0.49851364276287313,2.50581021272908,R4_magic_pm1
B_hgb_residual,delta2p,187,1.0491956334925345,1.5412868996442965,0.02711208929315824,0.7255093575053024,3.5417328446977976,R4_magic_pm1
B_hgb_adaptive,Sn,438,1.489752668343014,2.0855091871282103,0.19662104715916914,1.0511814972164757,4.370647961102736,R4_magic_pm1
B_hgb_adaptive,S2n,360,1.527232301622859,2.178014490206954,0.17370259294799772,1.0671621825009652,4.899129856326352,R4_magic_pm1
B_hgb_adaptive,Sp,403,1.2612692697873606,1.749650751455636,0.07695632080033712,0.882375278645668,3.7327989463849454,R4_magic_pm1
B_hgb_adaptive,S2p,294,1.3180129747261777,1.8701657308146262,0.08892085082561424,0.9632045957663848,3.7680975139863158,R4_magic_pm1
B_hgb_adaptive,Qalpha,0,,,,,,R4_magic_pm1
B_hgb_adaptive,delta2n,275,2.1735153797924833,3.030983010540338,-0.17596437908303084,1.519709885482598,6.7785470546233295,R4_magic_pm1
B_hgb_adaptive,delta2p,187,2.022237445362072,2.9819188377161288,-0.30879637911338975,1.3917737760565387,5.733608023955223,R4_magic_pm1
B_mlp_data,Sn,438,1.49162338445751,1.9947400080598707,-0.16336089034131795,1.1184782081643334,3.834741579830617,R4_magic_pm1
B_mlp_data,S2n,360,1.5714956898402774,2.2054305127187748,-0.28348265306693166,1.0704527268336506,4.7272415316522505,R4_magic_pm1
B_mlp_data,Sp,403,1.5143746172937795,2.115879007344803,0.15282132849850638,1.0752005480128446,4.834496907182579,R4_magic_pm1
B_mlp_data,S2p,294,1.7776944297779043,2.4208929865266873,0.3620194992347645,1.3996445063509384,5.132206159585245,R4_magic_pm1
B_mlp_data,Qalpha,0,,,,,,R4_magic_pm1
B_mlp_data,delta2n,275,1.208214001973603,1.9139539385642113,-0.49987833289295025,0.48862018992781486,4.32322506482704,R4_magic_pm1
B_mlp_data,delta2p,187,2.070732109409306,2.809183690885536,-0.7444289947674537,1.5795683770497817,6.1106265722069555,R4_magic_pm1
B_mlp_soft,Sn,438,0.8599121654875903,1.1050125967491726,-0.13527170746884784,0.7167609279496787,2.172987420125027,R4_magic_pm1
B_mlp_soft,S2n,360,1.2731794845610895,1.6028207038010298,-0.2740355222371291,1.0458145306859024,3.1507028927085234,R4_magic_pm1
B_mlp_soft,Sp,403,0.8171988702493914,1.1104916018879258,0.21555628802791568,0.6313656059580808,2.4727159543253547,R4_magic_pm1
B_mlp_soft,S2p,294,1.247670805893644,1.6112998393562696,0.4719309475644816,1.0088571895703353,3.4550155177183086,R4_magic_pm1
B_mlp_soft,Qalpha,0,,,,,,R4_magic_pm1
B_mlp_soft,delta2n,275,0.8164603880159081,1.4185054511540494,-0.12821630203184523,0.3006728133535148,3.3661464098380067,R4_magic_pm1
B_mlp_soft,delta2p,187,1.209780047334893,1.842584186922051,-0.03773955818134851,0.7061064096845939,4.196691398411166,R4_magic_pm1
B_mlp_residual,Sn,438,0.40508798666773127,0.6026304460844962,-0.007927415007956028,0.25417007242759837,1.3504538217327449,R4_magic_pm1
B_mlp_residual,S2n,360,0.6020273827141449,0.898284557056923,-0.051705073575999926,0.36649515684587186,1.9959921691550793,R4_magic_pm1
B_mlp_residual,Sp,403,0.4665992553098144,0.7241846096816699,-0.03222998817177525,0.2825562523350982,1.4708419480437722,R4_magic_pm1
B_mlp_residual,S2p,294,0.6691738557475284,0.9755578450401856,-0.006434170221846789,0.38126711058447427,2.230598342559864,R4_magic_pm1
B_mlp_residual,Qalpha,0,,,,,,R4_magic_pm1
B_mlp_residual,delta2n,275,0.6350550442380993,1.0487890558511206,-0.02458936400782146,0.25907523019913015,2.526981388413966,R4_magic_pm1
B_mlp_residual,delta2p,187,1.0348980929190987,1.5108775899236058,-0.13879586090619897,0.7238634265247583,3.1493558399684876,R4_magic_pm1
B_mlp_adaptive,Sn,438,0.8947793288613509,1.179181975383167,-0.09732057058135123,0.7212994211719774,2.427459274179543,R4_magic_pm1
B_mlp_adaptive,S2n,360,1.2532437226168776,1.60679787010699,-0.19865728334053787,0.9747119079435151,3.3092241560166826,R4_magic_pm1
B_mlp_adaptive,Sp,403,0.868688313498582,1.1988706336125639,0.14884392938107097,0.6550016095044384,2.6235421394435035,R4_magic_pm1
B_mlp_adaptive,S2p,294,1.2298943571759837,1.6168523045834833,0.3615949926397407,0.9581864450376543,3.261041736444856,R4_magic_pm1
B_mlp_adaptive,Qalpha,0,,,,,,R4_magic_pm1
B_mlp_adaptive,delta2n,275,0.8215687050408125,1.433431664423316,-0.16268963636093675,0.300652192569828,3.4726940662878407,R4_magic_pm1
B_mlp_adaptive,delta2p,187,1.2475833968636094,1.8876553332825032,-0.12847566635547367,0.742158208789192,4.645006181097883,R4_magic_pm1
B_ridge_data,Sn,438,0.673796182701107,0.8473927563874003,-0.0662359222335002,0.5656173369565067,1.7470275991132491,R4_magic_pm1
B_ridge_data,S2n,360,1.0137656370490349,1.3030702827312524,-0.1709885969105907,0.8145527454024659,2.72965491264207,R4_magic_pm1
B_ridge_data,Sp,403,0.6657449745271755,0.85382628561095,0.08061517633818034,0.5798063045783692,1.6029023097800859,R4_magic_pm1
B_ridge_data,S2p,294,0.9651911412117159,1.2881570093845767,0.20249503034468366,0.7107465443930607,2.7025357508356707,R4_magic_pm1
B_ridge_data,Qalpha,0,,,,,,R4_magic_pm1
B_ridge_data,delta2n,275,0.7576487850795832,1.3025504441493418,-0.09685098238638809,0.33208036253404316,3.106179933878753,R4_magic_pm1
B_ridge_data,delta2p,187,1.0981644705087488,1.677048498865789,-0.27309933423638233,0.5452086717348266,4.06197380151364,R4_magic_pm1
B_ridge_soft,Sn,438,0.673796182701107,0.8473927563874003,-0.0662359222335002,0.5656173369565067,1.7470275991132491,R4_magic_pm1
B_ridge_soft,S2n,360,1.0137656370490349,1.3030702827312524,-0.1709885969105907,0.8145527454024659,2.72965491264207,R4_magic_pm1
B_ridge_soft,Sp,403,0.6657449745271755,0.85382628561095,0.08061517633818034,0.5798063045783692,1.6029023097800859,R4_magic_pm1
B_ridge_soft,S2p,294,0.9651911412117159,1.2881570093845767,0.20249503034468366,0.7107465443930607,2.7025357508356707,R4_magic_pm1
B_ridge_soft,Qalpha,0,,,,,,R4_magic_pm1
B_ridge_soft,delta2n,275,0.7576487850795832,1.3025504441493418,-0.09685098238638809,0.33208036253404316,3.106179933878753,R4_magic_pm1
B_ridge_soft,delta2p,187,1.0981644705087488,1.677048498865789,-0.27309933423638233,0.5452086717348266,4.06197380151364,R4_magic_pm1
B_ridge_residual,Sn,438,0.5645519173015531,0.7166301579265427,-0.06892826673568878,0.48590931133264803,1.445933795782983,R4_magic_pm1
B_ridge_residual,S2n,360,0.9879878126454774,1.2383720420872535,-0.1991533213411709,0.8596578947116882,2.4412142072685135,R4_magic_pm1
B_ridge_residual,Sp,403,0.5598354743429366,0.7395523255416565,0.11477834087544717,0.46427443980860517,1.4889731475638361,R4_magic_pm1
B_ridge_residual,S2p,294,0.9013586118283125,1.1952650488977818,0.27898599532734336,0.6351930400651611,2.571692962291115,R4_magic_pm1
B_ridge_residual,Qalpha,0,,,,,,R4_magic_pm1
B_ridge_residual,delta2n,275,0.7293144207119576,1.2298629422636091,-0.04469261362789274,0.34231516532781825,2.9304110988069736,R4_magic_pm1
B_ridge_residual,delta2p,187,0.9966130328535424,1.5033781326529574,-0.13781477059543573,0.5364955004401963,3.3620137426862007,R4_magic_pm1
B_ridge_adaptive,Sn,438,0.6420897161331731,0.7942102344285036,-0.07094625724027499,0.543841218203795,1.6848013044575192,R4_magic_pm1
B_ridge_adaptive,S2n,360,1.0674721383613177,1.3376328198012768,-0.182759752876329,0.925509271977262,2.5878932237674706,R4_magic_pm1
B_ridge_adaptive,Sp,403,0.592245965386336,0.7614367160775563,0.11543060843113177,0.4929469196933951,1.5487531260612624,R4_magic_pm1
B_ridge_adaptive,S2p,294,0.9772928611301778,1.2536142533317427,0.2748861121534869,0.8224003528371782,2.5214003941633782,R4_magic_pm1
B_ridge_adaptive,Qalpha,0,,,,,,R4_magic_pm1
B_ridge_adaptive,delta2n,275,0.7754554729496123,1.2859124169786493,-0.03146331607000713,0.3756790469651605,2.9928653252381086,R4_magic_pm1
B_ridge_adaptive,delta2p,187,1.040649091292894,1.5376129566583445,-0.038939356191723555,0.5580926354730309,3.313797515890871,R4_magic_pm1
B_bwn,Sn,438,0.42777808720752125,0.5691835906860173,-0.0038911047968697176,0.3494053913616426,1.211715095107143,R4_magic_pm1
B_bwn,S2n,360,0.5114401676022315,0.7107421832498234,-0.005437943207163995,0.38680318521136314,1.547487296741943,R4_magic_pm1
B_bwn,Sp,403,0.5106475848428096,0.6487934432935617,0.05002881531994467,0.4099265899760667,1.3159398974425185,R4_magic_pm1
B_bwn,S2p,294,0.485352918861528,0.675684386725391,0.04522454710611022,0.3498845289271344,1.3880809974876838,R4_magic_pm1
B_bwn,Qalpha,0,,,,,,R4_magic_pm1
B_bwn,delta2n,275,0.53558802365237,0.9057067901502923,0.008941985277011885,0.28731909348266527,1.674536375128197,R4_magic_pm1
B_bwn,delta2p,187,0.5879060023380218,0.863419805864978,-0.07695496753111447,0.3279638048936704,1.8682794210525793,R4_magic_pm1
B_semf,Sn,0,,,,,,R6_N50
B_semf,S2n,0,,,,,,R6_N50
B_semf,Sp,18,0.8566801941836388,1.0486349293244972,-0.1496446717669705,0.7790179551484471,1.7716164434297181,R6_N50
B_semf,S2p,17,1.5562768682798378,1.9168468264896894,-0.3028931130123537,1.4925410384234965,3.198036040212173,R6_N50
B_semf,Qalpha,0,,,,,,R6_N50
B_semf,delta2n,0,,,,,,R6_N50
B_semf,delta2p,15,0.918946449001578,0.9623933754593557,0.8167052214896405,0.9565633609179258,1.272405135291717,R6_N50
B_hgb_data,Sn,0,,,,,,R6_N50
B_hgb_data,S2n,0,,,,,,R6_N50
B_hgb_data,Sp,18,1.889541680489818,2.150802184071543,0.09628564248309128,2.277970578357497,3.068533626741042,R6_N50
B_hgb_data,S2p,17,1.9075795892162646,2.5358253350139073,0.09504180448296291,1.5168863113220823,4.819718700376255,R6_N50
B_hgb_data,Qalpha,0,,,,,,R6_N50
B_hgb_data,delta2n,0,,,,,,R6_N50
B_hgb_data,delta2p,15,3.1306663909648025,3.96081359239604,-0.5758963026879503,3.127150460127041,7.158355889757679,R6_N50
B_hgb_soft,Sn,0,,,,,,R6_N50
B_hgb_soft,S2n,0,,,,,,R6_N50
B_hgb_soft,Sp,18,0.8133149583527042,0.9119858569344664,-0.05127254606694325,0.8297559457651573,1.4657135547661366,R6_N50
B_hgb_soft,S2p,17,0.9253501937197437,1.2741056481925488,-0.1437191460142244,0.5843144232710529,2.632127213889134,R6_N50
B_hgb_soft,Qalpha,0,,,,,,R6_N50
B_hgb_soft,delta2n,0,,,,,,R6_N50
B_hgb_soft,delta2p,15,1.3954810505649295,1.7114645724142326,0.25966461181861483,0.9834513101619677,3.1146188132399057,R6_N50
B_hgb_residual,Sn,0,,,,,,R6_N50
B_hgb_residual,S2n,0,,,,,,R6_N50
B_hgb_residual,Sp,18,0.4053894234077815,0.5053215653018068,-0.08160384846878009,0.32653305714552516,0.8658210330597731,R6_N50
B_hgb_residual,S2p,17,0.4253541998739499,0.5740731133862773,-0.1375084365346779,0.42318793962056134,0.839872734564232,R6_N50
B_hgb_residual,Qalpha,0,,,,,,R6_N50
B_hgb_residual,delta2n,0,,,,,,R6_N50
B_hgb_residual,delta2p,15,0.563006990523968,0.7513741639791789,0.10979096558884673,0.5720207215581468,1.2946446314421554,R6_N50
B_hgb_adaptive,Sn,0,,,,,,R6_N50
B_hgb_adaptive,S2n,0,,,,,,R6_N50
B_hgb_adaptive,Sp,18,1.0062210092288524,1.0909046960297168,-0.1295528020761291,1.128306474271767,1.6226438298231411,R6_N50
B_hgb_adaptive,S2p,17,0.9885191135827306,1.3111475052038366,-0.2683938646073129,0.7128959839403706,2.7026860051768375,R6_N50
B_hgb_adaptive,Qalpha,0,,,,,,R6_N50
B_hgb_adaptive,delta2n,0,,,,,,R6_N50
B_hgb_adaptive,delta2p,15,1.6683288614214538,2.040760595079856,0.02528298463353167,1.5005970673133788,3.75444266481686,R6_N50
B_mlp_data,Sn,0,,,,,,R6_N50
B_mlp_data,S2n,0,,,,,,R6_N50
B_mlp_data,Sp,18,1.105045238310816,1.4626885521623434,0.09175474129330041,0.7177741264296174,3.101893051680348,R6_N50
B_mlp_data,S2p,17,1.1197049573760363,1.4778226202441958,0.24358983271227932,0.6642087267726993,3.0057597214017497,R6_N50
B_mlp_data,Qalpha,0,,,,,,R6_N50
B_mlp_data,delta2n,0,,,,,,R6_N50
B_mlp_data,delta2p,15,1.1486609895010815,1.4240809058556132,-0.3117472593369181,0.9681619863825972,2.497498859703603,R6_N50
B_mlp_soft,Sn,0,,,,,,R6_N50
B_mlp_soft,S2n,0,,,,,,R6_N50
B_mlp_soft,Sp,18,0.5125714501143648,0.6627652149129427,-0.05308490654286086,0.47140949256476006,1.3303121693020785,R6_N50
B_mlp_soft,S2p,17,0.869181479204104,1.0552015512091037,-0.0842999347225005,0.8665709978477025,1.6013450714377986,R6_N50
B_mlp_soft,Qalpha,0,,,,,,R6_N50
B_mlp_soft,delta2n,0,,,,,,R6_N50
B_mlp_soft,delta2p,15,0.5946110470874904,0.7641605246049992,0.36532422915903073,0.45191738643734425,1.4534831617679627,R6_N50
B_mlp_residual,Sn,0,,,,,,R6_N50
B_mlp_residual,S2n,0,,,,,,R6_N50
B_mlp_residual,Sp,18,0.2929651547507761,0.38435794171991666,-0.05712805193509338,0.2205051468318402,0.722818843227543,R6_N50
B_mlp_residual,S2p,17,0.4423264569113398,0.5385643058007928,-0.1464911825294233,0.3303241875757976,1.1637392047407276,R6_N50
B_mlp_residual,Qalpha,0,,,,,,R6_N50
B_mlp_residual,delta2n,0,,,,,,R6_N50
B_mlp_residual,delta2p,15,0.5213091499558156,0.6869690107465699,0.055428687452141884,0.43563185397613324,1.2458087839447665,R6_N50
B_mlp_adaptive,Sn,0,,,,,,R6_N50
B_mlp_adaptive,S2n,0,,,,,,R6_N50
B_mlp_adaptive,Sp,18,0.6075275223710214,0.7656714662339571,-0.13161131585989475,0.4996119730102464,1.3953955714139736,R6_N50
B_mlp_adaptive,S2p,17,0.8178507961777354,1.0239830342727891,-0.17965415684530478,0.8221986863958364,1.6522560843199234,R6_N50
B_mlp_adaptive,Qalpha,0,,,,,,R6_N50
B_mlp_adaptive,delta2n,0,,,,,,R6_N50
B_mlp_adaptive,delta2p,15,0.6187837145328634,0.8110251704248826,0.31702649646971776,0.47304749834700033,1.4919718115693739,R6_N50
B_ridge_data,Sn,0,,,,,,R6_N50
B_ridge_data,S2n,0,,,,,,R6_N50
B_ridge_data,Sp,18,0.4027225294618309,0.5001292144210999,-0.14230254276462675,0.3993093705707338,0.8382468043035656,R6_N50
