method,observable,n,mae,rmse,bias,median_ae,p95_ae,regime
B_ridge_adaptive,Sn,20,0.8967701988694131,1.0795486965046641,-0.04731347829559525,0.911370179180409,1.7920516693975685,R1_Ca_broad
B_ridge_adaptive,S2n,19,1.4315468209566629,1.7621583036136241,-0.19450031215643848,1.4357925369008058,3.190459635143883,R1_Ca_broad
B_ridge_adaptive,Sp,0,,,,,,R1_Ca_broad
B_ridge_adaptive,S2p,0,,,,,,R1_Ca_broad
B_ridge_adaptive,Qalpha,0,,,,,,R1_Ca_broad
B_ridge_adaptive,delta2n,17,1.8777969287402945,2.1942791998430713,-0.06969391943035215,1.9351415935363434,3.8078701681216556,R1_Ca_broad
B_ridge_adaptive,delta2p,0,,,,,,R1_Ca_broad
B_semf,Sn,33,0.8746673832406486,1.0484861509278052,-0.01682742602765481,0.871693501130494,1.7343481328130563,R1_Sn_broad
B_semf,S2n,32,1.6394416367885434,1.9411312112729389,-0.11878072309621146,1.66091623607349,3.2674100254833545,R1_Sn_broad
B_semf,Sp,0,,,,,,R1_Sn_broad
B_semf,S2p,0,,,,,,R1_Sn_broad
B_semf,Qalpha,0,,,,,,R1_Sn_broad
B_semf,delta2n,30,0.7921304911746158,1.3348927389988523,0.04972924473281258,0.4706867050583128,2.6907719904993974,R1_Sn_broad
B_semf,delta2p,0,,,,,,R1_Sn_broad
B_hgb_data,Sn,33,2.1074007092136724,2.569286033583771,-0.19903260544634288,2.0339821910594083,4.603464189925944,R1_Sn_broad
B_hgb_data,S2n,32,2.6278179962174626,3.266732975004974,-0.0996230530484361,2.132882478330316,6.350637117791631,R1_Sn_broad
B_hgb_data,Sp,0,,,,,,R1_Sn_broad
B_hgb_data,S2p,0,,,,,,R1_Sn_broad
B_hgb_data,Qalpha,0,,,,,,R1_Sn_broad
B_hgb_data,delta2n,30,4.605127039613452,5.745298542206031,-0.23633716285711823,3.2850716167620817,10.45969954123982,R1_Sn_broad
B_hgb_data,delta2p,0,,,,,,R1_Sn_broad
B_hgb_soft,Sn,33,0.9807235777042561,1.2064755366075817,-0.08970949779512866,0.7107051542500358,2.2377739205282294,R1_Sn_broad
B_hgb_soft,S2n,32,1.5044887609744677,1.8491758349357732,-0.11111765507709492,1.146833729948412,3.4485560774352106,R1_Sn_broad
B_hgb_soft,Sp,0,,,,,,R1_Sn_broad
B_hgb_soft,S2p,0,,,,,,R1_Sn_broad
B_hgb_soft,Qalpha,0,,,,,,R1_Sn_broad
B_hgb_soft,delta2n,30,2.041070427504826,2.6494551436420184,-0.06469731830316429,1.7068005854315516,4.392601511984154,R1_Sn_broad
B_hgb_soft,delta2p,0,,,,,,R1_Sn_broad
B_hgb_residual,Sn,33,0.32249224273918614,0.5159957520279399,0.04067693705199169,0.1996765292243481,1.2689167493762397,R1_Sn_broad
B_hgb_residual,S2n,32,0.44341090130073724,0.7458097769153013,0.021422674163581235,0.18924347368476901,1.2973274074243022,R1_Sn_broad
B_hgb_residual,Sp,0,,,,,,R1_Sn_broad
B_hgb_residual,S2p,0,,,,,,R1_Sn_broad
B_hgb_residual,Qalpha,0,,,,,,R1_Sn_broad
B_hgb_residual,delta2n,30,0.6396923760887603,0.864950426429619,0.08401849690717426,0.47824698647326613,1.6341230332042067,R1_Sn_broad
B_hgb_residual,delta2p,0,,,,,,R1_Sn_broad
B_hgb_adaptive,Sn,33,1.120398452048693,1.4127581286262938,-0.06404299639283098,0.8087605433474891,2.607400058816938,R1_Sn_broad
B_hgb_adaptive,S2n,32,1.5396069947398772,1.9870179912331452,-0.01993712473579734,1.3803454168744906,3.6071705677364996,R1_Sn_broad
B_hgb_adaptive,Sp,0,,,,,,R1_Sn_broad
B_hgb_adaptive,S2p,0,,,,,,R1_Sn_broad
B_hgb_adaptive,Qalpha,0,,,,,,R1_Sn_broad
B_hgb_adaptive,delta2n,30,2.543041547662172,3.2300417962780963,-0.10691221137032396,1.9293529751246297,6.038625814864621,R1_Sn_broad
B_hgb_adaptive,delta2p,0,,,,,,R1_Sn_broad
B_mlp_data,Sn,33,1.571895442423776,1.9410507568831095,0.10364286482278699,1.3836004759342586,3.20806961767073,R1_Sn_broad
B_mlp_data,S2n,32,1.2707047146701278,1.9613883919044202,0.11870737086487892,0.9887834453239748,4.995261311160384,R1_Sn_broad
B_mlp_data,Sp,0,,,,,,R1_Sn_broad
B_mlp_data,S2p,0,,,,,,R1_Sn_broad
B_mlp_data,Qalpha,0,,,,,,R1_Sn_broad
B_mlp_data,delta2n,30,1.028248076474578,1.7014675660110314,-0.5629335387211806,0.5398031739121052,3.6172287336280275,R1_Sn_broad
B_mlp_data,delta2p,0,,,,,,R1_Sn_broad
B_mlp_soft,Sn,33,0.9054997552388758,1.0465895730943502,0.0313606903125226,0.8503497338826946,1.6766759758453642,R1_Sn_broad
B_mlp_soft,S2n,32,1.2951321547594716,1.5749093643903862,-0.023785485511773174,1.1455249977695416,2.9391937698026243,R1_Sn_broad
B_mlp_soft,Sp,0,,,,,,R1_Sn_broad
B_mlp_soft,S2p,0,,,,,,R1_Sn_broad
B_mlp_soft,Qalpha,0,,,,,,R1_Sn_broad
B_mlp_soft,delta2n,30,0.6857823631865699,1.4021894118128055,-0.19533586864877558,0.3088117036766107,3.0613546877508813,R1_Sn_broad
B_mlp_soft,delta2p,0,,,,,,R1_Sn_broad
B_mlp_residual,Sn,33,0.23765500071711318,0.34171797352104355,0.04860540038925427,0.1889332489449771,0.7024705991526841,R1_Sn_broad
B_mlp_residual,S2n,32,0.3392429851200234,0.5003391758875284,0.056021572065702685,0.21739943689493657,1.1699865259628381,R1_Sn_broad
B_mlp_residual,Sp,0,,,,,,R1_Sn_broad
B_mlp_residual,S2p,0,,,,,,R1_Sn_broad
B_mlp_residual,Qalpha,0,,,,,,R1_Sn_broad
B_mlp_residual,delta2n,30,0.33925252363767033,0.5553907284089448,-0.010923632881542744,0.2147476907125565,0.8972503050847642,R1_Sn_broad
B_mlp_residual,delta2p,0,,,,,,R1_Sn_broad
B_mlp_adaptive,Sn,33,0.9759184407855903,1.1436102163313335,0.08530680952136402,0.9541062433343086,1.8435884940590765,R1_Sn_broad
B_mlp_adaptive,S2n,32,1.233139814239962,1.5954785304811963,0.08364888105962365,1.0507783122974956,3.0955423790372927,R1_Sn_broad
B_mlp_adaptive,Sp,0,,,,,,R1_Sn_broad
B_mlp_adaptive,S2p,0,,,,,,R1_Sn_broad
B_mlp_adaptive,Qalpha,0,,,,,,R1_Sn_broad
B_mlp_adaptive,delta2n,30,0.698766887082085,1.453672509303205,-0.2789408835969956,0.26092308052210456,3.233798413722329,R1_Sn_broad
B_mlp_adaptive,delta2p,0,,,,,,R1_Sn_broad
B_ridge_data,Sn,33,0.5864713307294889,0.7807325402308786,-0.06740115840995203,0.4238324676036882,1.5131731611110808,R1_Sn_broad
B_ridge_data,S2n,32,1.0434335981434373,1.3555836402171224,-0.180658991559433,0.7518183816531518,2.640570088564948,R1_Sn_broad
B_ridge_data,Sp,0,,,,,,R1_Sn_broad
B_ridge_data,S2p,0,,,,,,R1_Sn_broad
B_ridge_data,Qalpha,0,,,,,,R1_Sn_broad
B_ridge_data,delta2n,30,0.6425216712294097,1.265000634477745,-0.09290822390991783,0.35478481817648344,2.5521759022313835,R1_Sn_broad
B_ridge_data,delta2p,0,,,,,,R1_Sn_broad
B_ridge_soft,Sn,33,0.5864713307294889,0.7807325402308786,-0.06740115840995203,0.4238324676036882,1.5131731611110808,R1_Sn_broad
B_ridge_soft,S2n,32,1.0434335981434373,1.3555836402171224,-0.180658991559433,0.7518183816531518,2.640570088564948,R1_Sn_broad
B_ridge_soft,Sp,0,,,,,,R1_Sn_broad
B_ridge_soft,S2p,0,,,,,,R1_Sn_broad
B_ridge_soft,Qalpha,0,,,,,,R1_Sn_broad
B_ridge_soft,delta2n,30,0.6425216712294097,1.265000634477745,-0.09290822390991783,0.35478481817648344,2.5521759022313835,R1_Sn_broad
B_ridge_soft,delta2p,0,,,,,,R1_Sn_broad
B_ridge_residual,Sn,33,0.574916733043713,0.7748282291652393,-0.03970344844105277,0.4065630884132361,1.5877148668352215,R1_Sn_broad
B_ridge_residual,S2n,32,1.0494451034303935,1.3604551072735638,-0.12639072553358233,0.810096451992365,2.6121830380088453,R1_Sn_broad
B_ridge_residual,Sp,0,,,,,,R1_Sn_broad
B_ridge_residual,S2p,0,,,,,,R1_Sn_broad
B_ridge_residual,Qalpha,0,,,,,,R1_Sn_broad
B_ridge_residual,delta2n,30,0.6530070232401424,1.2644036750920045,-0.08199861049093139,0.3614713542999084,2.5696010602199273,R1_Sn_broad
B_ridge_residual,delta2p,0,,,,,,R1_Sn_broad
B_ridge_adaptive,Sn,33,0.646247533718293,0.8196057213460949,-0.05356904626331594,0.5685350971391472,1.4773817919306564,R1_Sn_broad
B_ridge_adaptive,S2n,32,1.1863698553232105,1.4695467809312568,-0.15642894056992063,0.9963148980482401,2.7403250746457615,R1_Sn_broad
B_ridge_adaptive,Sp,0,,,,,,R1_Sn_broad
B_ridge_adaptive,S2p,0,,,,,,R1_Sn_broad
B_ridge_adaptive,Qalpha,0,,,,,,R1_Sn_broad
B_ridge_adaptive,delta2n,30,0.6707973526109716,1.2677914693857042,-0.058409626147943074,0.38097424836149685,2.5626178943145965,R1_Sn_broad
B_ridge_adaptive,delta2p,0,,,,,,R1_Sn_broad
B_semf,Sn,21,0.6694135679479755,0.7909827118182471,-0.0691315255205257,0.6198004137690987,1.2661353854608706,R1_Ni_broad
B_semf,S2n,20,1.2110967272965012,1.439175700519513,-0.06548389444717487,1.0003045780313187,2.450736313916471,R1_Ni_broad
B_semf,Sp,0,,,,,,R1_Ni_broad
B_semf,S2p,0,,,,,,R1_Ni_broad
B_semf,Qalpha,0,,,,,,R1_Ni_broad
B_semf,delta2n,18,1.1437017293226828,1.5709053723490192,0.08108154790676597,0.8326896335678953,2.935340572447827,R1_Ni_broad
B_semf,delta2p,0,,,,,,R1_Ni_broad
B_hgb_data,Sn,21,2.6984225574273393,3.3082383624058807,-0.42888168569513274,1.9390985335733149,6.649889611365779,R1_Ni_broad
B_hgb_data,S2n,20,2.3571642933474095,2.961438657679936,-0.32619930002104525,1.8837958016803213,4.990539923914397,R1_Ni_broad
B_hgb_data,Sp,0,,,,,,R1_Ni_broad
B_hgb_data,S2p,0,,,,,,R1_Ni_broad
B_hgb_data,Qalpha,0,,,,,,R1_Ni_broad
B_hgb_data,delta2n,18,3.7285083231487874,4.35807691816453,-0.7795377034271067,3.015894727502399,7.520615780398389,R1_Ni_broad
B_hgb_data,delta2p,0,,,,,,R1_Ni_broad
B_hgb_soft,Sn,21,1.2405785135917968,1.5001081511262309,-0.2130315895903707,0.9795607822937882,2.41869902099063,R1_Ni_broad
B_hgb_soft,S2n,20,1.2596779811146859,1.5779556949388012,-0.1697700566767253,1.3376033000459415,3.1282454278014145,R1_Ni_broad
B_hgb_soft,Sp,0,,,,,,R1_Ni_broad
B_hgb_soft,S2p,0,,,,,,R1_Ni_broad
B_hgb_soft,Qalpha,0,,,,,,R1_Ni_broad
B_hgb_soft,delta2n,18,1.691366534806289,2.121668778015237,-0.2631661526267963,1.3712091175898422,3.431480431351215,R1_Ni_broad
B_hgb_soft,delta2p,0,,,,,,R1_Ni_broad
B_hgb_residual,Sn,21,0.3231463022261778,0.3558677779871636,0.009041252987815693,0.33451043059744734,0.5116790670110731,R1_Ni_broad
B_hgb_residual,S2n,20,0.349115391291113,0.43469165192802106,-0.033563526019142385,0.27173637739662126,0.8440575176141408,R1_Ni_broad
B_hgb_residual,Sp,0,,,,,,R1_Ni_broad
B_hgb_residual,S2p,0,,,,,,R1_Ni_broad
B_hgb_residual,Qalpha,0,,,,,,R1_Ni_broad
B_hgb_residual,delta2n,18,0.5416884633016757,0.7160501739992946,-0.059749381951216186,0.4042792437715832,1.3148663782668328,R1_Ni_broad
B_hgb_residual,delta2p,0,,,,,,R1_Ni_broad
B_hgb_adaptive,Sn,21,1.5854100662143489,1.950292022324957,-0.260028837518026,1.0751746750767097,3.716976939254778,R1_Ni_broad
B_hgb_adaptive,S2n,20,1.4942311775332116,1.8179602779938895,-0.19464632769936258,1.3667175200123722,3.3334918223107515,R1_Ni_broad
B_hgb_adaptive,Sp,0,,,,,,R1_Ni_broad
B_hgb_adaptive,S2p,0,,,,,,R1_Ni_broad
B_hgb_adaptive,Qalpha,0,,,,,,R1_Ni_broad
B_hgb_adaptive,delta2n,18,2.1129892159010617,2.57780658641456,-0.4059269915523266,1.7521305695687772,4.3024673880494,R1_Ni_broad
B_hgb_adaptive,delta2p,0,,,,,,R1_Ni_broad
B_mlp_data,Sn,21,1.5187397665184925,2.0409924229292242,-0.5150005293982374,1.1528388128149345,3.8900677957001903,R1_Ni_broad
B_mlp_data,S2n,20,2.161231225710506,3.468296142887931,-0.9000464785907895,1.0973170828113439,8.928704188500717,R1_Ni_broad
B_mlp_data,Sp,0,,,,,,R1_Ni_broad
B_mlp_data,S2p,0,,,,,,R1_Ni_broad
B_mlp_data,Qalpha,0,,,,,,R1_Ni_broad
B_mlp_data,delta2n,18,1.6537970485832842,2.8123479069397943,-0.9450719240390286,0.5658704153123608,6.006590581744829,R1_Ni_broad
B_mlp_data,delta2p,0,,,,,,R1_Ni_broad
B_mlp_soft,Sn,21,0.9126986936624565,1.1356896836115917,-0.24747912707160713,0.7058137162784988,2.270190302874994,R1_Ni_broad
B_mlp_soft,S2n,20,1.5689455841688442,2.025288418277014,-0.3993089281046167,1.1354305369311533,4.154090523543485,R1_Ni_broad
B_mlp_soft,Sp,0,,,,,,R1_Ni_broad
B_mlp_soft,S2p,0,,,,,,R1_Ni_broad
B_mlp_soft,Qalpha,0,,,,,,R1_Ni_broad
B_mlp_soft,delta2n,18,1.1567864014546798,1.9683989808794906,-0.3293798408715563,0.5679402586015954,4.009970843895353,R1_Ni_broad
B_mlp_soft,delta2p,0,,,,,,R1_Ni_broad
B_mlp_residual,Sn,21,0.41787964390797905,0.563959262707679,0.053867085591034106,0.23898061380464242,1.1128896971609379,R1_Ni_broad
B_mlp_residual,S2n,20,0.7440004293040374,0.9583364480822677,0.14680776686255398,0.5609773989622795,1.6492203369110776,R1_Ni_broad
B_mlp_residual,Sp,0,,,,,,R1_Ni_broad
B_mlp_residual,S2p,0,,,,,,R1_Ni_broad
B_mlp_residual,Qalpha,0,,,,,,R1_Ni_broad
B_mlp_residual,delta2n,18,0.7830523110521155,1.2358568784565558,-0.197973999369187,0.4438014039337759,2.3844722515341688,R1_Ni_broad
B_mlp_residual,delta2p,0,,,,,,R1_Ni_broad
B_mlp_adaptive,Sn,21,0.9984370757876139,1.246391141486877,-0.2901074445355085,0.8072730361797085,2.4329184351094,R1_Ni_broad
B_mlp_adaptive,S2n,20,1.6078380943683925,2.175966316093533,-0.4694637545756308,1.1210220242645619,4.924661142568041,R1_Ni_broad
B_mlp_adaptive,Sp,0,,,,,,R1_Ni_broad
B_mlp_adaptive,S2p,0,,,,,,R1_Ni_broad
B_mlp_adaptive,Qalpha,0,,,,,,R1_Ni_broad
B_mlp_adaptive,delta2n,18,1.1895211451587562,2.0331984471567064,-0.4307447245375108,0.5504790859329773,4.077445567160437,R1_Ni_broad
B_mlp_adaptive,delta2p,0,,,,,,R1_Ni_broad
B_ridge_data,Sn,21,0.6504756160588272,0.892826198993973,-0.0415703079301092,0.37836118591644663,1.9834972012837966,R1_Ni_broad
B_ridge_data,S2n,20,1.066141570939743,1.410394882420093,-0.028536172623591937,0.757890860614225,3.293456417847241,R1_Ni_broad
B_ridge_data,Sp,0,,,,,,R1_Ni_broad
B_ridge_data,S2p,0,,,,,,R1_Ni_broad
B_ridge_data,Qalpha,0,,,,,,R1_Ni_broad
B_ridge_data,delta2n,18,1.0029473429269349,1.5821974451734115,-0.22895791254064887,0.6764334699446977,3.274927709787258,R1_Ni_broad
B_ridge_data,delta2p,0,,,,,,R1_Ni_broad
B_ridge_soft,Sn,21,0.6504756160588272,0.892826198993973,-0.0415703079301092,0.37836118591644663,1.9834972012837966,R1_Ni_broad
B_ridge_soft,S2n,20,1.066141570939743,1.410394882420093,-0.028536172623591937,0.757890860614225,3.293456417847241,R1_Ni_broad
B_ridge_soft,Sp,0,,,,,,R1_Ni_broad
B_ridge_soft,S2p,0,,,,,,R1_Ni_broad
B_ridge_soft,Qalpha,0,,,,,,R1_Ni_broad
B_ridge_soft,delta2n,18,1.0029473429269349,1.5821974451734115,-0.22895791254064887,0.6764334699446977,3.274927709787258,R1_Ni_broad
B_ridge_soft,delta2p,0,,,,,,R1_Ni_broad
B_ridge_residual,Sn,21,0.5051639056039573,0.6939826527843626,-0.05033269190419701,0.32693418579890476,1.480024810193413,R1_Ni_broad
B_ridge_residual,S2n,20,0.9298286516675234,1.2433843765923218,-0.04577107910202187,0.6538827490036283,2.541674624601246,R1_Ni_broad
B_ridge_residual,Sp,0,,,,,,R1_Ni_broad
B_ridge_residual,S2p,0,,,,,,R1_Ni_broad
B_ridge_residual,Qalpha,0,,,,,,R1_Ni_broad
B_ridge_residual,delta2n,18,0.9699543242270496,1.5160404662747795,-0.16678765107917254,0.6307449982288631,3.031014304589638,R1_Ni_broad
B_ridge_residual,delta2p,0,,,,,,R1_Ni_broad
B_ridge_adaptive,Sn,21,0.5675807515099629,0.7849733723059042,-0.04891657698929987,0.3440325761777103,1.7927262982189518,R1_Ni_broad
B_ridge_adaptive,S2n,20,1.0595416712763608,1.3614803973656218,-0.03728019610485376,0.8768591651396491,2.882741570874606,R1_Ni_broad
B_ridge_adaptive,Sp,0,,,,,,R1_Ni_broad
B_ridge_adaptive,S2p,0,,,,,,R1_Ni_broad
B_ridge_adaptive,Qalpha,0,,,,,,R1_Ni_broad
B_ridge_adaptive,delta2n,18,1.0271364121200355,1.57265033513786,-0.15781795902172904,0.6852813157842661,3.202929284828735,R1_Ni_broad
B_ridge_adaptive,delta2p,0,,,,,,R1_Ni_broad
B_semf,Sn,37,0.6844702791574393,0.7909290054120197,0.07189614038899791,0.6697729516804429,1.3926510597617376,R1_Pb_broad
B_semf,S2n,36,1.1685874375368839,1.403302726560605,0.09284732611533603,1.0726203344887608,2.7025375922520425,R1_Pb_broad
B_semf,Sp,0,,,,,,R1_Pb_broad
B_semf,S2p,0,,,,,,R1_Pb_broad
B_semf,Qalpha,0,,,,,,R1_Pb_broad
B_semf,delta2n,34,0.47199555302685947,0.9841265453503669,-0.0700107330714258,0.24235942236089159,2.1517281841258042,R1_Pb_broad
B_semf,delta2p,0,,,,,,R1_Pb_broad
B_hgb_data,Sn,37,1.5114385295187398,1.8955348413668158,-0.1419733041241646,1.277890729554656,3.726638130112586,R1_Pb_broad
B_hgb_data,S2n,36,1.7170877106902682,2.1064910662040623,-0.2113255595688391,1.3668235470353238,4.133482759966,R1_Pb_broad
B_hgb_data,Sp,0,,,,,,R1_Pb_broad
B_hgb_data,S2p,0,,,,,,R1_Pb_broad
B_hgb_data,Qalpha,0,,,,,,R1_Pb_broad
B_hgb_data,delta2n,34,2.8851469881274103,3.585207937986356,-0.022263661004371094,2.4924954077223447,7.064075213067666,R1_Pb_broad
B_hgb_data,delta2p,0,,,,,,R1_Pb_broad
B_hgb_soft,Sn,37,0.6757748745321498,0.8505789738442727,-0.01365163741627077,0.6028657966678566,1.6534193713297094,R1_Pb_broad
B_hgb_soft,S2n,36,0.8916826509707979,1.1644467053131478,-0.02882182815833782,0.583116146055545,2.543131082872719,R1_Pb_broad
B_hgb_soft,Sp,0,,,,,,R1_Pb_broad
B_hgb_soft,S2p,0,,,,,,R1_Pb_broad
B_hgb_soft,Qalpha,0,,,,,,R1_Pb_broad
B_hgb_soft,delta2n,34,1.2117573316325514,1.459836753490098,-0.050911904244605254,1.1319092994052653,2.6470110099708104,R1_Pb_broad
B_hgb_soft,delta2p,0,,,,,,R1_Pb_broad
B_hgb_residual,Sn,37,0.3576792384198868,0.4073736442286456,-0.03320507229328369,0.3106429936456152,0.7691100834645567,R1_Pb_broad
B_hgb_residual,S2n,36,0.2755583693472027,0.42518543909511447,-0.04976695100364421,0.14929240569369995,0.9936888085325677,R1_Pb_broad
B_hgb_residual,Sp,0,,,,,,R1_Pb_broad
B_hgb_residual,S2p,0,,,,,,R1_Pb_broad
B_hgb_residual,Qalpha,0,,,,,,R1_Pb_broad
B_hgb_residual,delta2n,34,0.38693086409858446,0.6133581128060032,0.040262276574126454,0.22532018127412812,1.587206440084468,R1_Pb_broad
B_hgb_residual,delta2p,0,,,,,,R1_Pb_broad
B_hgb_adaptive,Sn,37,0.8399955714215852,1.102514424775814,-0.02172815350685768,0.7509397411281498,2.2894428564766707,R1_Pb_broad
B_hgb_adaptive,S2n,36,0.9790368809675871,1.2944743164711827,-0.024846548701229192,0.7556345720864783,2.701091051496121,R1_Pb_broad
B_hgb_adaptive,Sp,0,,,,,,R1_Pb_broad
B_hgb_adaptive,S2p,0,,,,,,R1_Pb_broad
B_hgb_adaptive,Qalpha,0,,,,,,R1_Pb_broad
B_hgb_adaptive,delta2n,34,1.6669058928959175,2.098908662236383,-0.04721440212228224,1.429666906934699,4.348739415115972,R1_Pb_broad
B_hgb_adaptive,delta2p,0,,,,,,R1_Pb_broad
B_mlp_data,Sn,37,1.1543422135140264,1.350487741924428,-0.12859282697230984,1.0810642258350072,2.2711328646164017,R1_Pb_broad
B_mlp_data,S2n,36,1.4657346542294993,1.8026811577542992,-0.2931720936916615,1.3632040552332683,3.1406697709765012,R1_Pb_broad
B_mlp_data,Sp,0,,,,,,R1_Pb_broad
B_mlp_data,S2p,0,,,,,,R1_Pb_broad
B_mlp_data,Qalpha,0,,,,,,R1_Pb_broad
B_mlp_data,delta2n,34,0.691301385834643,1.1776916497382384,-0.33991374506162814,0.4439174917532682,2.6359984626190998,R1_Pb_broad
B_mlp_data,delta2p,0,,,,,,R1_Pb_broad
B_mlp_soft,Sn,37,0.7788524774356931,0.9067647882278879,-0.008299446555525178,0.7858631206038353,1.592271737491546,R1_Pb_broad
B_mlp_soft,S2n,36,1.0449780061651381,1.418331458628183,-0.06156044180746297,0.6655622159912582,2.8193309309270944,R1_Pb_broad
B_mlp_soft,Sp,0,,,,,,R1_Pb_broad
B_mlp_soft,S2p,0,,,,,,R1_Pb_broad
B_mlp_soft,Qalpha,0,,,,,,R1_Pb_broad
B_mlp_soft,delta2n,34,0.4517995758453908,1.0282318168598568,-0.17797193786750942,0.20069269348425678,2.345436295523095,R1_Pb_broad
B_mlp_soft,delta2p,0,,,,,,R1_Pb_broad
B_mlp_residual,Sn,37,0.19151568682110412,0.30304063030211775,-0.028993916561142436,0.12448501078392837,0.6149863839988466,R1_Pb_broad
B_mlp_residual,S2n,36,0.24734621571990878,0.4276394691707337,-0.047547857053586995,0.09796616268954494,0.9883175035062663,R1_Pb_broad
B_mlp_residual,Sp,0,,,,,,R1_Pb_broad
B_mlp_residual,S2p,0,,,,,,R1_Pb_broad
B_mlp_residual,Qalpha,0,,,,,,R1_Pb_broad
B_mlp_residual,delta2n,34,0.29470840753915983,0.5755398636445015,-0.008886642519969963,0.10872938270017585,1.3069454577784536,R1_Pb_broad
B_mlp_residual,delta2p,0,,,,,,R1_Pb_broad
B_mlp_adaptive,Sn,37,0.8066698063973085,0.9497792786754615,-0.007494749011799728,0.793888068722481,1.70353924569722,R1_Pb_broad
B_mlp_adaptive,S2n,36,1.0697483469109303,1.4423149842947294,-0.06150262788850745,0.6282774717473103,2.8820082878407334,R1_Pb_broad
B_mlp_adaptive,Sp,0,,,,,,R1_Pb_broad
B_mlp_adaptive,S2p,0,,,,,,R1_Pb_broad
B_mlp_adaptive,Qalpha,0,,,,,,R1_Pb_broad
B_mlp_adaptive,delta2n,34,0.4692728372790832,1.0430887388342196,-0.19422051141208052,0.18269982468655144,2.3989570227486956,R1_Pb_broad
B_mlp_adaptive,delta2p,0,,,,,,R1_Pb_broad
B_ridge_data,Sn,37,0.5472673482595198,0.6788562098357129,-0.06840837581208271,0.4321584364213322,1.4607138693384965,R1_Pb_broad
B_ridge_data,S2n,36,0.9327201946500357,1.19916417641517,-0.12520262416103378,0.8596953231177622,2.336913016813355,R1_Pb_broad
B_ridge_data,Sp,0,,,,,,R1_Pb_broad
B_ridge_data,S2p,0,,,,,,R1_Pb_broad
B_ridge_data,Qalpha,0,,,,,,R1_Pb_broad
B_ridge_data,delta2n,34,0.4327777309044704,0.9504144114533167,-0.08302086431775907,0.15883644748475945,2.0001768855121984,R1_Pb_broad
B_ridge_data,delta2p,0,,,,,,R1_Pb_broad
B_ridge_soft,Sn,37,0.5472673482595198,0.6788562098357129,-0.06840837581208271,0.4321584364213322,1.4607138693384965,R1_Pb_broad
