regime,family,mechanism,observable,n,G
R6_N82_broad,mlp,residual,delta2p,20,2.768696605932945
R6_N82_broad,mlp,adaptive,Sp,23,1.5602080642152225
R6_N82_broad,mlp,adaptive,S2p,22,1.269852785562005
R6_N82_broad,mlp,adaptive,delta2p,20,1.4436675010102251
R6_N126_broad,ridge,soft,Sp,13,1.0
R6_N126_broad,ridge,soft,S2p,12,1.0
R6_N126_broad,ridge,soft,delta2p,10,1.0
R6_N126_broad,ridge,residual,Sp,13,0.9806761192856212
R6_N126_broad,ridge,residual,S2p,12,1.0229829353989457
R6_N126_broad,ridge,residual,delta2p,10,0.9823706364412748
R6_N126_broad,ridge,adaptive,Sp,13,1.0240942298637525
R6_N126_broad,ridge,adaptive,S2p,12,1.0361803163574643
R6_N126_broad,ridge,adaptive,delta2p,10,1.0013186650770873
R6_N126_broad,hgb,soft,Sp,13,1.2248016365084884
R6_N126_broad,hgb,soft,S2p,12,0.930633481589639
R6_N126_broad,hgb,soft,delta2p,10,1.8652158280769269
R6_N126_broad,hgb,residual,Sp,13,2.7830355035293715
R6_N126_broad,hgb,residual,S2p,12,2.0934863224452878
R6_N126_broad,hgb,residual,delta2p,10,1.8116925733207803
R6_N126_broad,hgb,adaptive,Sp,13,1.2613779732923895
R6_N126_broad,hgb,adaptive,S2p,12,1.113521237451234
R6_N126_broad,hgb,adaptive,delta2p,10,1.6039018628172936
R6_N126_broad,mlp,soft,Sp,13,1.1653192873733154
R6_N126_broad,mlp,soft,S2p,12,0.9572958644279119
R6_N126_broad,mlp,soft,delta2p,10,1.4777322643812543
R6_N126_broad,mlp,residual,Sp,13,3.282112708028913
R6_N126_broad,mlp,residual,S2p,12,3.4500511874835675
R6_N126_broad,mlp,residual,delta2p,10,2.9795802452651023
R6_N126_broad,mlp,adaptive,Sp,13,1.2008299928603172
R6_N126_broad,mlp,adaptive,S2p,12,0.985164441505059
R6_N126_broad,mlp,adaptive,delta2p,10,1.3995756893758173
R4_magic_pm2_broad,ridge,soft,Sn,759,1.0
R4_magic_pm2_broad,ridge,soft,S2n,683,1.0
R4_magic_pm2_broad,ridge,soft,Sp,719,1.0
R4_magic_pm2_broad,ridge,soft,S2p,604,1.0
R4_magic_pm2_broad,ridge,soft,delta2n,531,1.0
R4_magic_pm2_broad,ridge,soft,delta2p,395,1.0
R4_magic_pm2_broad,ridge,residual,Sn,759,1.102302554639028
R4_magic_pm2_broad,ridge,residual,S2n,683,1.0230169333126642
R4_magic_pm2_broad,ridge,residual,Sp,719,1.127736043930276
R4_magic_pm2_broad,ridge,residual,S2p,604,1.0240144792302657
R4_magic_pm2_broad,ridge,residual,delta2n,531,1.01027034411679
R4_magic_pm2_broad,ridge,residual,delta2p,395,1.0264452820237724
R4_magic_pm2_broad,ridge,adaptive,Sn,759,1.043816570680484
R4_magic_pm2_broad,ridge,adaptive,S2n,683,0.9857851360017549
R4_magic_pm2_broad,ridge,adaptive,Sp,719,1.0595149294252797
R4_magic_pm2_broad,ridge,adaptive,S2p,604,0.9576870845406781
R4_magic_pm2_broad,ridge,adaptive,delta2n,531,0.9982026337530173
R4_magic_pm2_broad,ridge,adaptive,delta2p,395,0.9986627339891265
R4_magic_pm2_broad,hgb,soft,Sn,759,2.349796719284032
R4_magic_pm2_broad,hgb,soft,S2n,683,2.3168467561549453
R4_magic_pm2_broad,hgb,soft,Sp,719,2.4388844246177666
R4_magic_pm2_broad,hgb,soft,S2p,604,2.3534964887677123
R4_magic_pm2_broad,hgb,soft,delta2n,531,2.37938175542474
R4_magic_pm2_broad,hgb,soft,delta2p,395,2.3256368525702733
R4_magic_pm2_broad,hgb,residual,Sn,759,7.803912541033378
R4_magic_pm2_broad,hgb,residual,S2n,683,8.58989923683666
R4_magic_pm2_broad,hgb,residual,Sp,719,6.822567482479808
R4_magic_pm2_broad,hgb,residual,S2p,604,6.913758906268294
R4_magic_pm2_broad,hgb,residual,delta2n,531,9.555397868690859
R4_magic_pm2_broad,hgb,residual,delta2p,395,6.732009382472246
R4_magic_pm2_broad,hgb,adaptive,Sn,759,2.1331663217194787
R4_magic_pm2_broad,hgb,adaptive,S2n,683,2.124725865784559
R4_magic_pm2_broad,hgb,adaptive,Sp,719,2.185759256137917
R4_magic_pm2_broad,hgb,adaptive,S2p,604,2.1828397585434467
R4_magic_pm2_broad,hgb,adaptive,delta2n,531,2.1637206661105917
R4_magic_pm2_broad,hgb,adaptive,delta2p,395,2.1988994149344023
R4_magic_pm2_broad,mlp,soft,Sn,759,1.9093936696180458
R4_magic_pm2_broad,mlp,soft,S2n,683,1.4105289228594982
R4_magic_pm2_broad,mlp,soft,Sp,719,1.977018821593265
R4_magic_pm2_broad,mlp,soft,S2p,604,1.5753321630970412
R4_magic_pm2_broad,mlp,soft,delta2n,531,1.5732798734701763
R4_magic_pm2_broad,mlp,soft,delta2p,395,1.892062975871642
R4_magic_pm2_broad,mlp,residual,Sn,759,3.323321131474232
R4_magic_pm2_broad,mlp,residual,S2n,683,2.365274177198587
R4_magic_pm2_broad,mlp,residual,Sp,719,3.230709710356507
R4_magic_pm2_broad,mlp,residual,S2p,604,2.767080648422753
R4_magic_pm2_broad,mlp,residual,delta2n,531,1.954390891913776
R4_magic_pm2_broad,mlp,residual,delta2p,395,2.46969851608358
R4_magic_pm2_broad,mlp,adaptive,Sn,759,1.8956639410175686
R4_magic_pm2_broad,mlp,adaptive,S2n,683,1.4284282213943833
R4_magic_pm2_broad,mlp,adaptive,Sp,719,2.0066606905689603
R4_magic_pm2_broad,mlp,adaptive,S2p,604,1.6467638467243138
R4_magic_pm2_broad,mlp,adaptive,delta2n,531,1.58114658239478
R4_magic_pm2_broad,mlp,adaptive,delta2p,395,1.8590919319736094
